Product code,Product label,Germany's imports from United States of America-Value in 2012,Germany's imports from United States of America-Value in 2013,Germany's imports from United States of America-Value in 2014,Germany's imports from United States of America-Value in 2015,Germany's imports from United States of America-Value in 2016,Germany's imports from United States of America-Value in 2017,Germany's imports from United States of America-Value in 2018,Germany's imports from United States of America-Value in 2019,Germany's imports from United States of America-Value in 2020,Germany's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
521059,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",4,4,3,7,8,4,3,0,0,0,,244,301,268,479,432,412,919,692,722,768,,2003,2059,1898,1584,1241,915,1043,641,708,993
521151,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",33,16,0,4,0,0,0,0,0,0,,4697,1357,2648,4588,5215,2652,1992,1564,112,891,,671,642,941,454,588,604,602,706,798,1240
530129,"Flax, hackled or otherwise processed, but not spun (excluding broken, scutched and retted flax)",0,0,1,1,0,0,0,6,0,0,,166,190,200,844,160,175,425,409,786,442,,2033,1469,1191,1192,941,1070,1167,1149,1303,1664
530500,"Coconut, abaca Manila hemp or Musa textilis Nee"""", ramie, agave and other vegetable textile ...""",4,1,11,0,0,0,0,0,1,0,,1873,2028,2465,2318,2177,2288,2321,1980,1829,2440,,9736,7442,7468,7216,8233,7929,7215,8621,8696,14702
540342,"Multiple """"folded"""" or cabled filament yarn of cellulose acetate, incl. monofilament of < ...""",0,0,0,0,0,0,0,0,0,0,,24,37,14,10,18,8,1471,4266,8189,53,,8,3,0,0,0,0,0,0,0,0
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",0,0,0,1,0,0,0,0,0,0,,271,273,487,621,383,201,243,203,92,932,,560,945,896,220,233,150,258,208,179,149
510400,"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,4,5,69,265,293,354,154,252,48,0,,89,78,12,33,23,19,12,5,132,134
510539,"Fine animal hair, carded or combed (excluding wool and hair of Kashmir """"cashmere"""" goats)""""",0,0,4,4,3,2,0,0,0,0,,23,5,29,21,0,36,30,69,11,47,,1696,1694,1340,1639,1765,1790,1706,808,887,1488
510540,"Coarse animal hair, carded or combed",0,0,0,0,0,0,0,0,0,0,,82,7,14,4,0,37,156,0,3,0,,0,1,7,0,5,13,6,33,1,0
510620,"Carded wool yarn containing predominantly, but < 85% wool by weight (excluding that put up ...",0,0,0,1,0,0,0,0,0,0,,1511,1678,1298,742,1874,3339,878,403,28,207,,6911,7885,4919,2324,3016,3394,3700,3961,2187,2003
520291,Garnetted stock of cotton,0,0,0,0,0,0,0,0,0,0,,1049,734,325,430,420,959,1397,1684,1227,1855,,1237,1848,2049,2036,2307,1951,1638,1099,735,347
520411,"Sewing thread, containing >= 85% cotton by weight (excluding that put up for retail sale)",54,48,20,30,15,14,8,9,13,0,,2165,1586,2131,1425,2197,1487,2320,1734,1061,1055,,3349,2131,1099,631,633,644,623,623,682,976
520515,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,6377,2248,349,327,86,181,445,173,132,254,,69,27,3,4,4,42,3,0,0,0
520611,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,2623,5012,3343,2343,2654,481,843,804,356,1266,,3578,4191,3364,2823,2751,2848,3844,2900,3447,7120
520613,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,29503,31595,33024,28719,27874,13499,17383,18391,3462,5533,,197,337,756,158,39,31,4,55,13,8
520642,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,47,96,4,10,0,0,0,33,6,7,,329,415,531,334,500,303,136,320,159,88
500200,Raw silk (non-thrown),0,4,0,0,0,0,0,0,0,0,,1053,1934,1442,1332,586,607,211,143,158,136,,7718,5632,9705,4578,4744,8215,4200,3579,5980,5283
460122,"Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,99,211,200,144,164,180,141,78,19,81,,1076,1503,1281,704,402,217,103,255,632,498
440796,"Birch """"Betula spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3177,6773,5517,8003,,0,0,0,0,0,7199,2619,2434,3472,8970
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,285,0,0,0,0,74,97,0,0,,76148,160538,202199,182825,162772,266694,246845,239063,222231,294277,,86941,82614,88245,79225,74703,93152,96014,72312,57942,103557
911019,Rough clock movements,0,0,0,0,0,0,0,0,0,0,,105,25,19,60,22,572,972,779,496,1236,,345,410,477,549,444,388,221,112,40,170
852861,Projectors of a kind solely or principally used in an automatic data-processing machine of ...,1254,857,463,191,157,0,0,0,0,0,,61072,63521,56039,45343,38441,0,0,0,0,0,,29554,39601,58626,10390,10066,0,0,0,0,0
850630,Mercuric oxide cells and batteries (excluding spent),1,2,1,0,1,0,0,0,0,0,,2630,2908,1556,1866,1414,4033,4402,578,391,347,,10,7,3,0,11,7,0,0,0,0
860110,Rail locomotives powered from an external source of electricity,0,0,0,0,0,0,0,0,0,0,,0,0,0,3973,2706,1059,236,0,3482,1773,,80857,310478,70597,105425,72719,41958,40270,13365,16840,68522
860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ...",0,46504,0,10,124,0,908,53,969,0,,202647,213348,225190,196162,145591,183930,120519,96584,133166,184443,,7724,73209,34896,16391,47766,98767,64778,83542,40940,10468
860610,Railway or tramway tank wagons and the like (excluding self-propelled),46,0,0,0,0,0,0,0,0,0,,217986,320110,303021,324947,399419,310886,318477,946471,343940,333564,,94383,102343,76673,86975,63667,63059,138130,90113,114298,112404
860691,"Railway or tramway goods vans and wagons, covered and closed (excluding self-discharging goods ...",0,0,0,0,0,0,0,0,0,0,,2312,15085,16935,20602,44606,52591,17097,37435,72501,123756,,42671,81625,81715,86837,6955,10944,26547,19596,35984,36976
870190,"Tractors (excluding those of heading 8709, pedestrian-controlled tractors, road tractors for ...",272198,286778,284965,232269,171599,0,0,0,0,0,,2986881,2595119,2550529,1922880,1771106,0,0,0,0,0,,1359885,1437287,1503871,1182316,1017066,0,0,0,0,0
80921,"Fresh sour cherries """"Prunus cerasus""""""""",1,1,0,0,0,0,41,0,0,0,,4783,4184,20209,23151,24585,42367,21364,18417,28270,22478,,24823,36606,15719,15633,16011,20186,17612,16630,18365,15745
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",32,1,0,0,0,0,0,0,0,0,,52592,61177,56103,54774,53870,52869,60382,54346,42861,44937,,151997,147951,130442,115244,123799,156101,184364,166604,162683,151609
80131,"Fresh or dried cashew nuts, in shell",0,0,3,0,0,0,0,0,0,0,,2175,3315,1804,1754,1697,2550,1333,693,678,1859,,42,110,164,30,103,142,77,68,15,42
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,3,0,,17238,5310,1984,840,1195,1108,1201,1735,1730,1635,,38,84,130,147,190,131,238,161,419,510
70810,"Fresh or chilled peas """"Pisum sativum"""", shelled or unshelled""""",2,9,0,0,0,0,0,0,0,0,,50357,60903,56577,57974,57223,58473,57269,51262,52611,61169,,16752,19181,21293,21419,21274,26813,28042,24448,26260,28914
71021,"Shelled or unshelled peas """"Pisum sativum"""", uncooked or cooked by steaming or by boiling ...""",0,0,0,0,0,0,0,72,0,0,,18382,17766,16741,17512,19973,17911,21130,19594,16221,15203,,41900,47622,47022,37349,40993,39303,39509,37485,45598,38032
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,1,1,1,0,0,0,0,,34311,33356,34257,29902,28844,30472,28434,28444,32671,33574,,117081,117018,114299,99239,108469,116257,118559,116367,116394,109779
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,1,0,2,0,0,0,,439,233,238,179,82,568,833,840,1495,1274,,3212,4822,5678,4206,5059,4181,6466,2229,1511,2062
120230,"Groundnut seed, for sowing",0,0,0,0,0,0,0,0,0,0,,8905,3657,6168,3434,4289,7486,10783,5199,4336,13066,,167,99,129,42,37,46,76,88,96,50
120730,Castor oil seeds,0,0,0,0,0,0,0,0,0,0,,16,0,58,0,31,13,18,173,3,0,,19,19,36,4,1,0,6,0,1,9
151521,Crude maize oil,0,0,0,0,0,0,0,0,0,0,,382105,301679,210671,249564,291301,310328,140811,133424,111153,135494,,577,823,1368,945,837,373,525,605,1509,1456
130211,Opium,0,0,0,0,0,0,0,0,0,0,,116,60,83,161,237,666,1962,3533,4333,480,,135,57,104,82,146,106,218,302,102,363
90811,"Nutmeg, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,415,696,372,229,209,391,146,210,164,225,,26680,25416,15979,11754,11527,12181,10774,10232,7945,8564
90822,"Mace, crushed or ground",0,0,0,0,0,0,0,0,0,0,,843,352,351,129,230,221,158,288,372,326,,3319,3376,2262,2575,2793,2484,2963,3941,7025,6220
90831,"Cardamoms, neither crushed nor ground",46,0,0,0,3,31,9,0,0,0,,985,405,392,536,624,871,1384,1279,1516,983,,5363,3996,3944,4003,4464,6570,9643,12047,17245,19783
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",2,3,0,4,4,3,0,0,0,0,,1113,1158,1276,960,952,946,1698,721,1526,1325,,17001,18547,23663,24974,27526,29908,33060,29474,35438,42873
100111,Durum wheat seed for sowing,0,0,0,0,0,0,0,0,0,0,,206,225,8430,1140,1880,548,920,302,367,951,,1740,1324,688,1487,1353,515,402,308,151,189
110813,Potato starch,9,22,9,7,6,1,0,0,1,0,,5698,7701,8787,10497,10392,10870,8085,10241,8869,7107,,29152,29154,28552,22518,31671,34306,50076,47151,52900,62559
20110,"Carcases or half-carcases of bovine animals, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,10414,5582,7877,6249,9557,8612,10931,6634,5487,19692,,266151,252371,218652,177118,141053,158455,154342,140647,149299,141622
70529,Fresh or chilled chicory (excluding witloof chicory),0,0,0,0,0,0,0,0,0,0,,8246,9596,7604,9521,9050,8674,8004,7803,7212,11556,,25710,27418,23648,19277,18359,20978,24830,25099,25688,28511
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",0,0,0,0,0,0,0,0,0,0,,267,180,48,80,3,3,215,262,4,16,,4385,284,224,151,154,203,326,241,263,315
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",0,0,2,0,0,0,0,0,0,0,,2331,3553,4962,4732,6407,8007,5545,5117,1165,2940,,4100,5684,4205,2186,3200,2818,3274,4087,3490,2189
30627,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",65,71,110,212,247,0,0,0,0,0,,11067,12284,17498,16802,14646,0,0,0,0,0,,21488,28577,41621,28900,27548,0,0,0,0,0
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1087,1086,2364,1084,2156,,0,0,0,0,0,6576,5952,6185,5466,4197
30751,"Octopus """"Octopus spp."""", live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,467,236,64,34,42,97,186,42,6,65,,1860,1893,2912,5946,6491,8052,6979,4151,3484,3061
30789,"Smoked, frozen, dried, salted or in brine, abalone """"Haliotis spp."""", even in shell""""",0,0,0,0,0,0,0,0,0,0,,971,3097,103,3285,3472,0,0,0,0,0,,30,40,28,87,129,0,0,0,0,0
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",6,12,4,0,1,0,6,0,0,0,,32007,38545,40372,39864,40968,47133,43602,46691,39897,52159,,180462,170445,176937,143857,139480,144240,149905,136717,145424,156298
40721,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)",224,7,20,39,178,108,85,121,607,0,,107070,159436,181271,183969,88561,91163,115447,102315,103566,171346,,672083,620614,651294,578140,590856,615603,671758,555105,560810,516872
20410,Fresh or chilled lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,330,1176,2341,480,695,909,738,585,601,571,,38761,43094,58461,58974,66802,80351,105919,104600,147250,70221
20641,Frozen edible livers of swine,0,0,0,0,0,0,0,0,0,0,,3582,1078,1234,982,209,899,177,247,342,1308,,712,821,473,131,73,258,306,126,160,170
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,2152,3644,2706,3078,1910,1753,1408,1669,1424,1750,,845,721,266,943,1736,2134,3823,2982,2586,3021
20752,"Frozen domestic geese, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,396,257,310,304,160,166,222,89,220,80,,56634,38806,34942,28556,38539,41233,35907,24038,14643,29956
20910,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, ...",0,0,0,0,0,0,0,0,0,0,,20958,22829,42318,23223,37495,47005,49118,41374,42729,41123,,32766,30236,27687,20365,18359,21051,17865,19314,20024,22290
21093,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,21,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,3
30199,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",5,22,8,3,1,0,0,0,27,0,,25225,24346,22679,21149,21334,17841,16931,15744,13154,13994,,7955,9259,6085,5193,4802,5125,7306,6022,3318,4047
30221,"Fresh or chilled lesser or Greenland halibut """"Reinhardtius hippoglossoides, Atlantic halibut ...""",0,14,0,0,0,0,0,1,1,0,,26833,24730,19329,21945,22172,16385,18091,21072,14667,29039,,6843,5473,6197,4875,5453,4531,4393,3952,2087,3187
30252,"Fresh or chilled haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,470,403,1009,445,725,247,246,185,965,470,,2920,2337,2510,2245,2070,1374,1374,1063,1110,990
30256,"Fresh or chilled blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,57,25,3,0,55,68,54,110,157,77,,3,19,21,13,22,5,0,0,45,24
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,0,0,0,0,0,0,0,0,0,,1010,1163,1305,1402,1529,2892,1873,895,757,990,,18005,27765,32468,33957,36816,37092,36416,29415,34387,36156
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,433,230,552,373,809,3096,2795,1343,1502,1611,,29490,39595,29708,26919,30185,25294,24174,24035,29097,26555
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",0,27,2,0,0,0,0,0,0,0,,20836,11620,11652,10530,11375,10592,10136,11126,7658,7771,,23544,16479,18050,17417,16295,18338,16051,13606,13360,14499
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,26794,35018,27743,21514,37621,30396,28192,21139,22321,16940,,496,342,115,21,5,6,15,0,0,5
30343,"Frozen skipjack or stripe-bellied bonito """"Euthynnus -Katsuwonus- pelamis""""""""",0,0,0,0,0,0,0,0,0,0,,1499,3729,825,371,357,488,1370,164,98,137,,383,32,45,23,65,35,28,12,28,5
30366,"Frozen hake """"Merluccius spp., Urophycis spp.""""""""",0,39,138,81,0,0,0,69,0,0,,64653,93708,78918,58624,43185,112991,90030,93740,81138,125708,,2167,2130,1765,2005,1350,1216,1590,1340,1341,1489
30368,"Frozen blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,13,82,4,14,298,55,10,0,53,160,,2089,3917,66,64,836,1803,861,2917,2337,1671
30431,"Fresh or chilled fillets of tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,9740,10799,10480,15148,17319,19830,16062,16216,16538,16915,,2896,2501,2077,1188,688,677,221,99,81,115
30441,"Fresh or chilled fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",119,185,165,83,259,1375,1001,94,28,0,,96977,116502,99553,110334,99977,118245,132467,115231,139791,169288,,59351,89843,129632,140659,162434,190530,230181,200883,249338,246266
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",26,1,0,0,0,0,0,0,0,0,,5059,3571,3352,2676,2434,2471,2671,2503,2073,1523,,15129,14554,8335,7657,7451,9057,9903,7686,6057,5748
30455,"Fresh or chilled meat, whether or not minced, of toothfish """"Dissostichus spp."""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,50,0,0,0,0,0,0,0,0,0,,1,2,2,0,0,0,0,0,0,0
30457,"Fresh or chilled meat, whether or not minced, of rays and skates """"Rajidae"""" (excl. fillets)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,40,133,13,0,0,,0,0,0,0,0,4,6,5,0,1
30485,"Frozen fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,666,386,361,376,939,861,532,855,412,782,,20,18,52,54,110,217,397,239,91,263
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",5,28,26,0,0,0,0,0,0,0,,10028,6709,3185,5233,7957,5528,8856,8547,4480,5520,,8760,8374,10743,13542,18654,29300,22266,19690,21914,24282
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,0,,66,104,18,0,46,21,8,3,25,25,,3067,2641,1300,1263,1295,1356,1363,1381,1198,1450
262040,"Slag, as and residues containing mainly aluminium",1,0,0,23,2,0,0,26,56,0,,18520,20164,22846,17106,15063,24031,25418,30734,17682,9329,,114896,113403,101906,101094,101285,107356,113604,97787,74242,118621
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,0,,2479,967,1233,1288,1144,950,218,289,152,104,,120,282,42,132,11,45,103,0,0,0
262011,Hard zinc spelter,0,0,0,55,184,0,0,0,0,0,,9589,8842,17106,13644,18161,16566,16188,16763,12386,25799,,18252,14066,16343,13262,13835,20172,23321,16027,7350,3468
160100,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...",0,198,387,0,0,0,2,0,6,0,,565059,582933,571280,544603,547868,571244,619228,615823,580368,685876,,489286,548594,550960,465993,483476,565637,621632,624750,718325,774576
160241,"Hams of swine and cuts thereof, prepared or preserved",10,0,0,0,4,0,0,2,0,0,,79189,112158,126419,102319,95655,95164,97469,96034,74058,95635,,89526,97814,99536,83348,91371,115206,118664,116960,136650,144269
160510,"Crab, prepared or preserved (excluding smoked)",48,37,78,32,0,0,0,0,0,0,,27210,25316,24124,19596,21723,11527,15788,16697,13304,12317,,28424,28787,23968,21129,24420,22218,19667,17026,17832,13409
190510,Crispbread,0,0,0,0,0,0,0,1,1,0,,5091,5294,6230,4596,6266,6403,6715,9195,7295,8224,,18404,21786,22471,18604,18977,19782,22280,22596,24951,28653
200390,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,2,0,0,0,0,0,0,0,0,,1538,1939,2394,1725,666,782,723,1059,412,1034,,24460,18905,14315,13230,11734,10121,13303,16653,14745,26132
200591,"Bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,1,1,0,0,0,0,,77,137,198,186,281,278,1094,1223,886,1401,,12130,12199,10095,9509,8876,9859,9309,9675,8665,10614
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",1,0,0,0,0,0,49,0,0,0,,16076,21809,12146,11488,31312,9122,8156,3120,3619,3865,,91214,150434,111694,99897,92302,114096,127035,128418,177912,167177
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",6,3,5,7,0,2,4,0,3,0,,178277,196879,182906,212367,263508,469832,347424,476542,539130,671182,,63146,81155,92730,83725,87005,97669,111556,95573,110596,134202
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,208,99,0,0,0,4,1,1,0,,794,661,1450,727,486,474,580,161,408,306,,49042,12869,12943,11668,11373,8357,5082,6125,5901,5430
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",3,9,9,9,24,44,66,9,1,0,,24267,57837,918,4698,959,811,853,1813,1253,816,,1053,998,2839,1694,1177,1824,1787,1216,668,604
252921,Fluorspar containing by weight <= 97% calcium fluoride,14,0,0,0,0,0,2,0,0,0,,3768,2987,3215,2715,2773,3014,3172,2921,2477,5101,,17126,20341,18159,9062,8809,6450,6950,5911,7471,8218
252930,"Leucite, nepheline and nepheline syenite",6,2,2,0,1,13,1,0,35,0,,4907,4126,3523,4309,3317,4591,5912,5257,5099,5916,,6588,8040,5346,4151,4071,4232,4804,4950,6006,7169
253010,"Vermiculite, perlite and chlorites, unexpanded",269,323,485,702,464,10,14,0,6,0,,9485,10751,11993,9676,9625,10278,8862,7209,12247,9660,,10770,11626,11797,9449,9900,10032,11953,10906,10484,9598
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",0,0,0,1,0,1,0,8,11,0,,684,554,463,1466,541,758,576,422,1085,229,,117,1022,117,162,129,88,304,869,308,177
470311,"Unbleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,1,2,2,0,0,0,0,0,0,,117044,115016,139610,112081,92811,100576,140461,127811,147537,226092,,74799,94581,68630,51037,54744,62544,82494,66538,52606,79222
480630,"Tracing papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side ...",74,58,6,1,0,0,0,0,0,0,,2274,2131,1615,1342,1078,1729,1320,1632,1375,1365,,1569,2180,1788,1258,1846,2609,2511,1731,1060,1737
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",0,0,0,0,0,0,0,0,0,0,,180792,183527,235510,271843,234757,267021,306088,279667,297955,361639,,48465,47236,51123,43110,40994,41115,49586,35897,30895,38191
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4508,2553,4356,9209,5243,,0,0,0,0,0,78,76,56,64,54
