Product code,Product label,Australia's imports from United States of America-Value in 2012,Australia's imports from United States of America-Value in 2013,Australia's imports from United States of America-Value in 2014,Australia's imports from United States of America-Value in 2015,Australia's imports from United States of America-Value in 2016,Australia's imports from United States of America-Value in 2017,Australia's imports from United States of America-Value in 2018,Australia's imports from United States of America-Value in 2019,Australia's imports from United States of America-Value in 2020,Australia's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
821220,"Safety razor blades of base metal, incl. razor blade blanks in strips",2428,1936,1324,1066,1426,1856,1168,1180,2563,843,,186920,157871,160672,155464,131849,136242,161574,137950,127862,152898,,17847,20566,17352,16781,18810,20369,32004,27682,26182,28093
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",13696,15249,10139,6509,2658,2262,1586,1485,214,842,,1194081,1259009,1246588,912080,831103,1083457,1247884,916531,679887,1447822,,35734,44702,45366,44672,49702,64694,85654,100362,108071,231844
392210,"Baths, shower-baths, sinks and washbasins, of plastics",253,249,468,246,233,561,869,682,673,842,,63079,55638,56812,56500,51645,49614,46346,43800,46714,61396,,26039,29462,33021,33756,33079,37917,45658,42441,45312,55786
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium ...,100,13,122,11,35,136,267,312,528,842,,3906,4313,4535,3849,4823,3523,4024,3499,6237,4543,,2175,2462,3067,4758,2140,2440,2762,2753,1711,2356
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",618,1016,447,520,384,475,597,566,773,841,,170490,211422,229084,236535,239104,224292,224573,235475,205744,222625,,247100,273708,278681,262064,277225,267974,282184,296969,264085,336808
850819,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ...",1045,3288,2496,563,649,889,1418,1120,1523,836,,60204,55516,54911,49644,51429,55282,60079,61428,44993,34098,,53150,58584,55522,47863,45472,46840,43859,40479,55322,53559
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",277,394,205,504,325,111,229,323,324,833,,75050,80864,88794,76296,72652,109995,135089,133235,108906,155276,,5675,2537,3472,2748,2905,2858,3209,2009,1886,2591
850750,Nickel-metal hydride accumulators (excluding spent),654,277,223,203,323,397,325,337,343,832,,30165,35320,35655,37093,34787,35300,26597,25203,25220,19148,,26488,25300,22671,19150,16928,18564,13548,13920,13817,14808
901190,"Parts and accessories for compound optical microscopes, n.e.s.",1248,849,518,769,547,865,744,1276,592,829,,70126,55416,59995,62022,68465,85533,88732,85563,82779,87155,,9551,7289,8828,6934,6612,5405,7408,7133,5507,8034
851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",180,443,255,161,222,191,292,215,702,826,,72236,82926,68107,58086,62203,74301,76320,74755,62739,65184,,1686,1937,1661,1451,1378,1681,2169,2452,3037,3444
400912,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",1469,503,646,865,761,1130,1419,1650,1285,825,,32381,38486,48656,49281,50985,51434,66984,65976,53977,60960,,5121,5270,4180,4236,2907,3662,5430,5916,4227,3600
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders ...",695,736,412,378,544,399,778,977,1156,824,,106941,115537,109786,108272,116604,119459,131510,134970,119118,147238,,4098,3494,3139,2658,2778,2285,2680,2557,2611,2432
401032,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",1318,1213,1081,969,827,1130,605,670,977,823,,29388,33694,38918,37552,31390,37150,40018,40529,40098,49205,,3707,3521,3216,2744,2468,2985,2137,2091,2483,3630
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",982,504,439,601,620,883,696,728,989,820,,37215,39366,32937,32620,39283,42789,40768,43566,38110,39751,,1261,863,682,1058,813,1276,1155,1102,1084,1286
851521,Fully or partly automatic machines for resistance welding of metals,2880,821,202,877,125,3518,2386,3642,1293,819,,66853,75495,280272,164809,91529,100672,76479,159944,84213,117495,,14533,4932,8607,2600,5432,14097,17356,22754,8646,12632
681389,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",3221,2848,3389,2434,2499,3633,3833,2168,498,815,,125770,145979,173645,190622,194073,210961,174846,131787,97164,119123,,4103,3423,4416,2992,3098,4387,4762,2610,1017,1532
841829,"Household refrigerators, absorption-type",262,393,10,18,9,645,1473,1229,628,813,,30348,22862,25468,18079,15933,18349,22013,15691,11625,21245,,5823,3930,6335,5849,4208,6866,7732,5154,4529,6764
732399,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",1041,1033,1093,886,763,616,1156,416,421,809,,55870,53426,52238,53349,54598,56485,63379,61743,66190,74009,,77472,81966,76411,84516,78130,79765,82818,74154,83354,107908
292910,Isocyanates,2745,1231,1936,1206,1745,1617,1252,592,617,806,,523122,517594,551495,439997,427311,570745,634389,379209,322532,436865,,36693,34687,32539,27991,25558,48468,49801,25737,22631,37394
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",8875,17443,36056,29443,21675,23504,17062,19370,443,806,,280031,482357,474146,522721,507121,585972,689549,644103,650530,740362,,8909,17578,38362,30528,25875,30359,22644,19608,931,6716
480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",479,175,366,385,200,345,441,469,671,804,,63948,57326,47221,45884,48203,42764,46465,46709,39889,47438,,6035,13243,10540,10081,9966,7283,8729,5441,5741,6243
630630,"Sails for boats, sailboards or landcraft, of textile materials",876,1693,1965,1939,936,1304,1658,1568,544,804,,22300,25416,25112,21844,25570,39425,25700,22723,13920,9259,,5427,6173,6005,6692,5257,7284,9032,8228,5664,7445
731821,"Spring washers and other lock washers, of iron or steel",490,619,591,636,547,686,982,785,625,799,,39918,47307,48191,47518,49768,53282,60985,57918,46784,60785,,3365,2907,3076,3141,2692,3283,3884,3734,3767,6072
370110,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excluding of paper, ...",8106,6349,7971,7207,4746,7288,3945,2063,662,795,,294980,295465,290380,262873,214548,188699,199634,180310,92146,104063,,23253,17249,18110,15014,11914,12770,10802,8397,4669,4210
851010,"Shavers, electric",1135,141,164,184,95,36,42,660,317,792,,45944,40215,48184,41177,25944,33274,31251,41732,36923,38142,,28356,32515,28858,26905,27120,22121,24455,23251,19418,21548
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",94,175,553,711,328,340,1188,586,663,792,,30868,41863,49572,46936,32447,19637,23935,25437,27964,19233,,2077,1436,1501,1413,1354,1152,1742,1059,1388,1451
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,754,690,720,591,582,854,747,770,1240,791,,84279,89683,129524,108434,102615,107631,142165,124272,97413,106161,,11361,7713,8335,7475,7118,7619,8577,5817,8393,8279
902820,"Liquid meters, incl. calibrating meters therefor",1610,1713,1774,1337,2553,760,823,933,649,790,,109832,75347,81041,70109,76803,74064,96776,91488,87763,77190,,14689,14730,17286,15932,18118,16999,19908,21755,21217,19690
284590,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not ...""",859,930,936,671,822,505,653,827,869,790,,75226,75371,101198,128717,118297,130016,153629,178355,178104,279983,,2278,2839,2422,2186,2273,1962,1773,1931,2323,2403
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",601,716,795,790,948,1008,981,1076,578,789,,13770,14427,17469,16552,18272,18660,18958,21414,21171,27869,,2634,2927,2930,2855,3049,3619,3575,4039,3797,3905
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they ...",1841,3012,5210,3808,5439,749,1663,911,266,786,,309338,233759,168378,143050,74831,94100,87789,71437,99998,60069,,3757,6787,7617,4992,7217,1288,6774,14675,4802,3486
711011,"Platinum, unwrought or in powder form",913,2706,4773,4426,793,774,1498,2979,688,783,,691670,687774,929182,541273,507910,630650,754190,497717,887440,982929,,10060,10761,9983,14565,13636,6114,7395,11211,6708,7549
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",2203,1483,1055,1593,1331,1088,669,674,895,783,,33849,31408,35678,38381,34172,35666,36909,35146,31993,33355,,4697,4673,4608,5004,3774,3736,3250,5199,5793,6461
902410,Machines and appliances for testing metals,1233,1135,1316,1393,602,873,2436,1418,690,779,,139387,151753,159975,147338,135221,120978,130179,127585,110563,135858,,3863,4036,3673,3384,3248,3254,5366,4564,3039,4482
650400,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ...",190,271,268,352,254,349,682,466,596,778,,16331,16096,15718,14357,13573,16999,17613,15584,11249,12671,,9339,11222,12496,13617,12665,14686,16451,15928,10487,13378
190220,"Pasta, stuffed with meat or other substances, whether or not cooked or otherwise prepared",253,213,210,137,258,294,507,293,410,778,,53845,55895,60803,68499,80438,82173,75934,74036,76206,86699,,4077,7085,7078,8678,13719,21311,26928,29947,36248,34012
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",1108,907,2305,1383,1584,3931,1039,431,76,776,,142052,151560,139028,116008,102700,106534,110596,99069,78618,91764,,69043,53312,53023,55595,47774,56917,49601,38151,30368,23500
920120,Grand pianos,374,413,482,136,249,117,125,71,23,776,,16989,21129,19055,19208,15931,18765,16657,19935,21158,25254,,10821,11332,11641,8960,13884,13432,12629,12154,9809,15146
441192,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",2171,2029,2259,1517,1404,1422,667,1016,471,776,,76581,68253,53233,39852,40851,62810,59794,62198,71808,94419,,53011,57255,61183,52047,53259,48708,51245,39385,33549,39541
281000,Oxides of boron; boric acids,1534,1312,1182,1038,1059,1246,1058,1102,628,773,,156299,212009,178642,149129,149758,140283,166002,154508,159749,179355,,3725,3732,3466,3441,2952,5184,4490,2990,2871,3872
640391,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, ...",962,657,876,969,984,665,701,996,667,771,,143025,155963,167859,150815,141638,125024,117511,117300,82119,80211,,83328,87180,106344,119332,128085,122496,128035,123776,112286,140640
853929,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power <= 200 W and for ...",1448,1701,1049,1085,649,578,572,582,656,768,,60389,65221,67782,64835,58905,56938,50307,52350,37842,38218,,10822,9786,7733,7755,7654,6658,6257,5899,4920,5719
831110,"Coated electrodes of base metal, for electric arc-welding",2618,1582,1080,886,501,614,761,829,573,767,,91566,97156,94201,75765,61426,65507,69452,62754,54050,66250,,19144,14474,14195,10893,8237,10517,10921,9731,8214,10126
940429,"Mattresses, fitted with springs or stuffed or internally filled with any material (excluding ...",1177,1301,1454,1594,1017,895,1432,988,992,763,,61169,65787,68442,84883,87654,84022,93667,87518,80654,90261,,57548,79763,83834,84772,81496,93984,108501,118746,138324,138204
850519,"Permanent magnets and articles intended to become permanent magnets after magnetization, of ...",720,651,611,563,653,775,932,829,551,763,,56174,57237,63368,79057,82794,65719,63556,76547,41229,45866,,9442,9379,9698,10143,10073,10541,10895,10167,7494,9488
240210,"Cigars, cheroots and cigarillos containing tobacco",3529,8082,4737,2831,244,1487,859,729,1124,761,,48461,44382,39210,27692,27321,26791,32547,40780,33425,24639,,15825,31376,21058,20814,16431,17694,15339,16969,15764,15082
110290,"Cereal flours (excluding wheat, meslin and maize)",1222,846,920,1067,1039,1196,754,1029,866,761,,24877,30975,47943,29926,29067,28167,29823,28264,32088,38165,,9021,9682,8157,6218,7121,8167,9112,11136,14177,9783
854290,"Parts of electronic integrated circuits, n.e.s.",345,253,383,858,1152,791,479,4156,722,759,,1271094,1194940,1187554,1130778,1286181,1154184,1073515,1334220,1034335,1208029,,917,1021,939,1580,1714,5009,4105,6061,2515,3770
760820,Tubes and pipes of aluminium alloys (excluding hollow profiles),397,534,949,661,655,654,517,562,514,759,,207569,211590,249248,230380,230760,252561,262302,215463,184183,225049,,14853,15263,13777,11931,8514,8466,12198,13013,11879,22674
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",8086,10318,12057,6804,613,1262,1136,647,682,758,,70552,63572,46778,35534,37274,35628,33149,28204,20429,28064,,90792,97815,88266,80884,66492,63450,49499,62152,50091,62510
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",122,50,43,54,401,51,1693,310,358,754,,56085,61002,41504,43216,46741,50209,55059,52579,83071,75416,,1371,1381,1218,440,1285,517,3582,2446,1742,3722
846596,"Splitting, slicing or paring machines, for working wood",1886,885,1426,1560,956,1213,527,538,433,752,,55377,30688,32717,22809,18772,13806,12061,11282,9586,11151,,9345,8578,7143,9332,7214,8659,10590,7363,9421,19948
282110,Iron oxides and hydroxides,503,624,542,821,911,1085,954,590,647,746,,73312,71833,76230,86318,106045,92481,70215,68444,48313,59590,,22241,18700,21387,21066,20297,19584,20732,18439,18598,23058
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",371,531,295,312,332,490,339,668,652,746,,100642,108971,113095,114175,107577,118672,137199,135299,130857,196472,,9403,11778,14765,13466,14424,22651,19780,22398,19612,26481
961620,Powder puffs and pads for the application of cosmetics or toilet preparations,31,31,52,128,576,783,1093,705,465,744,,35253,29020,38990,45084,47662,50093,44134,39248,24592,31057,,2011,2290,3053,3536,5857,7367,6593,6632,6235,7198
850790,"Plates, separators and other parts of electric accumulators, n.e.s.",453,199,93,103,116,559,392,6212,4388,742,,198801,182339,169282,282044,333764,314270,323756,421024,310563,346333,,4865,3270,3857,1606,1613,2333,2484,8703,8882,5863
820760,Interchangeable tools for boring or broaching,1881,512,474,843,642,959,1269,864,760,742,,83728,84105,84178,80434,89495,89803,89692,89263,65220,63087,,6907,3628,3812,3532,2744,3830,4006,3503,5369,4083
900699,"Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.",814,399,232,1005,1926,1882,1826,1033,369,742,,8856,8630,6849,6250,7441,7552,9212,7833,9017,6147,,3644,2828,2784,3730,5102,4026,4077,3232,2635,4576
811300,"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ...",25,58,10,498,643,1102,883,918,1184,741,,40389,39407,47290,44440,43061,43058,84531,76307,63010,69156,,986,767,960,1706,1449,2980,3409,3928,3154,3655
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",31,469,1231,754,1326,2161,1536,673,248,737,,113885,137154,177323,126706,120685,133604,151513,101958,111607,122568,,4226,3350,3950,2507,1773,4442,7934,6754,4906,4462
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",12,108,52,32,19,90,119,18,18,736,,88290,111440,78671,52181,57396,57911,72941,46552,37840,39886,,429,4624,153,162,73,327,839,1449,153,1550
711320,"Articles of jewellery and parts thereof, of base metal clad with precious metal (excluding ...",349,646,326,305,692,852,586,320,459,735,,33856,58006,132923,129647,43092,80346,61147,29203,34463,66810,,3834,3340,3600,2155,2613,2371,1636,2463,2984,3922
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",1102,1051,765,578,627,557,574,739,491,735,,26870,47329,42225,37575,39010,38972,44295,47879,46686,48312,,5909,5621,5380,4448,4362,4812,5823,5908,4557,5341
591110,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, ...""",1449,1513,1343,1505,1467,1271,1637,1063,910,732,,82629,86237,84873,98829,89883,91306,92249,70173,58315,54386,,2935,2804,3156,3276,3590,4107,4259,2435,2877,2127
390710,"Polyacetals, in primary forms",1266,1355,927,1092,1234,961,760,1160,777,730,,233185,235588,253220,315281,318048,318527,311763,271136,251639,297046,,3676,3872,3218,3547,3172,3460,3868,3868,2825,4205
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ...",1360,1154,1093,1316,937,998,897,961,679,730,,40969,36196,39191,39704,32264,41397,39046,38226,31931,34281,,3977,3131,5558,7551,9573,8611,10413,10641,8772,9824
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",275,239,297,197,123,123,172,75,200,729,,49961,48124,50146,43099,31494,35497,47115,50649,49573,46944,,22796,28177,35325,38851,37050,41451,45835,31228,29437,37947
401290,"Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",1774,2189,1712,1262,922,900,459,469,218,728,,153929,133161,133966,108874,111013,98989,97764,99561,100188,122054,,33120,33160,32213,27346,22062,22316,21950,19954,18971,21063
853950,"Light-emitting diode """"LED"""" lamps""""",0,0,0,0,0,1681,190,475,347,728,,0,0,0,0,0,122843,112744,92489,110760,197650,,0,0,0,0,0,53841,60606,64619,56695,68174
901410,Direction finding compasses,986,1175,1165,1529,2109,1291,1969,1536,554,728,,136105,157812,139293,187099,143611,53549,54051,44589,36894,42010,,6647,7786,8536,6984,7518,6934,8498,10047,9538,13410
