Product code,Product label,"United States of America's imports from Korea, Republic of-Value in 2012","United States of America's imports from Korea, Republic of-Value in 2013","United States of America's imports from Korea, Republic of-Value in 2014","United States of America's imports from Korea, Republic of-Value in 2015","United States of America's imports from Korea, Republic of-Value in 2016","United States of America's imports from Korea, Republic of-Value in 2017","United States of America's imports from Korea, Republic of-Value in 2018","United States of America's imports from Korea, Republic of-Value in 2019","United States of America's imports from Korea, Republic of-Value in 2020","United States of America's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
292800,Organic derivatives of hydrazine or of hydroxylamine,1370,1960,1484,1403,1615,2302,2513,2652,1685,2652,,4908,6120,6110,5539,5833,9863,10907,9709,9550,14711,,132787,181191,115353,144068,175959,152537,162112,162090,194450,187635
850990,"Parts of electromechanical domestic appliances, with self-contained electric motor, n.e.s. ...",1114,1610,2024,727,775,1917,2516,2636,2746,2651,,20785,25716,25976,16801,8652,9181,8638,9378,8777,10822,,148325,164932,178367,221530,233646,269468,272554,192468,268532,296346
846239,"Shearing machines, for flat products (excl. slitting lines, cut-to-length lines, presses, combined ...",721,6506,220,986,29,79,233,93,3413,2644,,70647,47836,18756,17061,15607,17007,12213,11456,18719,17575,,16622,33560,23120,27059,27414,36803,41052,39973,44212,46367
920992,"Parts and accessories for string musical instruments without keyboards, n.e.s. (excluding strings ...",1292,1284,1321,1296,1438,1212,1346,2127,2009,2643,,22889,19641,19048,16342,14689,12959,10568,8063,9180,12258,,35578,35571,37595,35983,40459,37909,43657,44521,38125,51312
291440,Ketone-alcohols and ketone-aldehydes,179,18,319,1828,2313,1812,2350,2106,1764,2638,,6265,6233,7882,8699,10083,10033,11174,10982,9403,10934,,31534,32330,43154,42313,36260,53521,76887,67321,53390,49755
846630,"Dividing heads and other special attachments for machine tools, n.e.s.",501,621,1279,1058,843,1279,4549,2059,2752,2635,,13111,16683,97524,66425,49106,44930,73730,97358,87132,45204,,64388,62982,85212,93191,99826,94027,118980,103199,71053,81209
281410,Anhydrous ammonia,1678,1279,1308,1828,2141,2376,3143,2994,3425,2623,,44749,37938,28006,9936,7262,11068,18521,12115,13107,20937,,3780792,3547483,2777872,2564506,1567271,1174116,1038098,737800,678149,1398320
730611,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of stainless ...",2716,2946,1561,1020,9995,1709,2895,2398,3010,2619,,30050,4808,12091,9885,2857,3767,14276,11656,9673,11894,,30711,25862,78801,51016,47404,62735,15386,18013,10128,16173
853110,Burglar or fire alarms and similar apparatus,2216,9239,10407,6049,4067,1256,1412,1491,2484,2605,,49051,72398,60792,45318,42244,41983,41712,39699,24696,31576,,463274,525488,506613,575814,689205,805600,804965,777744,617650,664658
842539,"Winches and capstans, non-powered by electric motor",659,978,3236,3926,3327,1029,182,1355,1965,2602,,20461,18778,24396,21221,20384,19948,10850,11234,18959,10260,,150433,179394,151240,145163,118461,149539,166911,163924,160750,202271
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",281,63,156,461,125,78,245,496,506,2576,,860,1494,941,1555,2487,2523,2948,2664,3541,5520,,799462,843106,920678,1080171,1031207,1093594,1211136,1230676,1024543,1552914
160569,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",1977,2888,2731,2188,2745,2569,3243,3430,3187,2575,,1459,1289,725,526,646,403,220,436,719,1150,,24245,17848,19006,19847,19387,17200,17874,15015,19096,22550
293627,"Vitamin C and its derivatives, used primarily as vitamins",279,249,392,505,494,443,630,1431,1985,2574,,1980,1349,2524,4554,3170,5152,5235,4927,5194,7122,,159913,148435,153211,157298,148602,228467,272586,153788,274131,251826
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",2561,2885,1683,4076,8564,6240,1602,1868,2538,2567,,55648,51898,51941,36392,44516,63907,50488,56316,55352,48150,,1294088,1085209,1157720,1040606,1179241,1210968,1251740,671350,352455,515222
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",94054,75550,30364,11818,9304,14775,10978,4836,1028,2560,,39483,37673,37639,23458,55777,78647,63700,61134,52985,57403,,352179,280269,221213,203334,179051,216446,273611,251107,147661,197492
962000,"Monopods, bipods, tripods and similar articles",0,0,0,0,0,10,25,50,73,2558,,0,0,0,0,0,230,1060,626,771,4143,,0,0,0,0,0,28519,41680,43737,58167,83139
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",359,60,241,165,517,306,491,989,2543,2532,,3516,2811,2140,1915,5645,4245,4139,9821,11191,11343,,34459,33291,36326,39901,34362,33520,40156,38270,30278,40806
848420,Mechanical seals,3636,2705,1978,2468,2156,2144,3551,3319,2636,2527,,15584,17803,27436,24429,21420,22609,22247,18611,19719,24155,,190107,189353,210118,198288,199321,245009,271156,247527,208367,228152
900130,Contact lenses,8784,3293,1319,1618,1621,907,1668,1641,1800,2525,,118976,138414,132216,130054,152089,176592,195447,214038,177473,229387,,538845,643030,792665,791981,834817,930965,1013126,1044343,858252,1015329
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",1489,1356,1469,1896,1661,1263,1736,1681,2294,2510,,3565,2837,4401,4005,3203,4188,3840,5219,6875,8009,,315367,344742,360010,354175,361765,370308,413334,384102,419395,482166
850519,"Permanent magnets and articles intended to become permanent magnets after magnetization, of ...",3236,5077,4267,4003,4084,3096,2974,2598,2008,2506,,82931,87401,95172,106946,114153,126273,134145,116248,96766,111064,,103830,98270,117961,115398,114177,115548,124264,85652,68824,85792
540419,Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excluding ...,294,575,396,936,2061,3440,2914,2940,1992,2503,,9256,19441,25733,26169,27723,36286,42992,44736,40476,46506,,44787,54861,51372,50362,46476,49958,54613,51609,42180,49933
271290,"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, ...",1028,994,1281,1303,1259,2186,2047,2138,1845,2503,,15699,14168,13746,12380,9978,13319,12919,17708,14952,23997,,134581,155482,159173,171056,178690,231647,206540,162389,123375,194240
722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",1016,806,672,1015,2235,2717,496,1408,1901,2495,,30191,34197,43266,31638,38634,45796,40741,40981,48691,55930,,20878,17222,16372,15761,17749,17416,13669,16306,17153,22361
890310,Inflatable vessels for pleasure or sports,2041,1246,826,825,1267,1555,455,507,513,2494,,4223,3188,3875,3314,3390,2822,1850,1800,1249,3151,,50019,55975,47794,53358,53922,65412,66791,67562,83617,122337
711292,"Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing ...",15491,17279,15252,17318,2665,753,3767,3088,0,2492,,34479,139878,59694,123436,123139,137615,122289,202843,488677,422476,,977556,948718,1098020,901833,823398,1061415,1073590,1107659,1518949,2382439
940330,Wooden furniture for offices (excluding seats),1903,2580,1946,1019,1148,1162,2080,2449,3187,2490,,22475,25212,20386,16299,13642,13972,13569,14706,7643,7110,,898493,864287,902126,963703,1036529,1146907,1037903,941068,882397,954488
722540,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",2647,1801,373,258,102,0,904,14676,398,2483,,5688,44472,11985,10877,3894,35742,37436,58910,50813,37739,,451600,311515,345950,267263,192591,157737,156836,138447,107983,164608
845150,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",145,473,672,890,307,330,423,486,2090,2483,,9069,7994,10469,12166,13197,11744,11023,12438,12745,30446,,53566,50167,57346,55533,65556,71910,85707,66976,76566,74620
900410,Sunglasses,178,159,240,341,1050,1306,894,747,580,2481,,6112,9401,9912,18592,29581,34651,28103,31446,33245,76576,,1320274,1453582,1563358,1534425,1560029,1546425,1695587,1669457,1261907,1949604
280700,Sulphuric acid; oleum,0,0,0,0,0,198,143,0,5912,2470,,127062,60575,30308,49447,19868,32095,73189,103693,34111,113422,,243463,214422,206659,231139,156690,135686,197143,274138,281342,259725
842390,"Weighing machine weights of all kinds; parts of weighing machinery, n.e.s.",2794,2840,3091,2528,4326,2589,3082,2285,1879,2468,,12834,14766,16772,14031,12532,15476,15282,13704,11723,13591,,114419,106905,105434,121053,112684,113732,128428,112885,96549,118501
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials ...",1212,1651,3183,6655,5756,4699,4753,3650,2487,2467,,31617,29023,27770,28025,30758,34823,35830,30274,20443,20491,,297789,340174,331476,429277,440458,509365,580517,582060,496166,647492
390430,"Vinyl chloride-vinyl acetate copolymers, in primary forms",5018,5143,4772,6299,5265,1792,1797,1416,2036,2459,,16996,20109,24205,21126,22048,25006,24824,23407,30071,48501,,51847,31995,36158,43676,39373,33410,38532,35190,29439,52835
160555,"Octopus, prepared or preserved (excluding smoked)",149,327,262,299,406,720,847,1407,1854,2445,,230,1742,638,138,230,650,616,1093,1092,1721,,21458,25029,25385,25248,26640,29193,37065,32274,25360,42741
846792,"Parts of pneumatic tools for working in the hand, n.e.s.",2360,2163,2648,2865,2798,2419,2825,1784,1299,2444,,2872,4261,7885,6849,4755,4304,5911,3118,3176,4076,,110938,104983,115829,124090,131789,187633,138915,119091,111338,119875
291590,"Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; ...",855,1471,418,398,28,204,568,2071,2343,2440,,71394,69023,58399,50039,46439,51590,69666,78314,82585,81442,,240489,230461,260379,279285,257743,267945,290347,355250,708290,1592394
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",790,1115,2352,2963,2505,3641,4874,3468,2292,2438,,34231,39680,49570,44260,44335,44621,44241,44125,40137,42141,,68440,78043,99542,87986,85236,98034,119828,114559,92243,123945
850431,Transformers having a power handling capacity <= 1 kVA (excluding liquid dielectric transformers),3290,3402,3964,2931,1604,1717,2063,2288,2716,2424,,54971,59897,55803,54756,46075,45811,42052,44402,40519,51382,,476689,484464,464487,491471,454061,451427,472705,421801,374876,461850
283699,"Carbonates and peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ...""",441,383,856,601,254,23,84,523,1407,2423,,13102,16007,14910,12933,14897,18480,15360,12640,15640,21641,,80171,79938,74147,70571,91032,115755,125866,111221,131941,152758
620530,"Men's or boys' shirts of man-made fibres (excluding knitted or crocheted, nightshirts, singlets ...",2140,3717,3279,3245,3049,2814,3238,3123,1988,2415,,5223,8566,7752,9745,10226,6787,7321,5741,4153,5252,,466438,469414,496364,526046,540722,534732,596804,647487,498971,590764
800120,Unwrought tin alloys,430,634,256,160,197,182,220,250,699,2402,,11818,14645,9262,8409,10668,7121,9139,8937,6775,19524,,25067,26109,30255,43763,30432,29663,27528,14544,11656,25193
950450,Video game consoles and machines (excluding operated by any means of payment),286,41,50,178,129,69,243,491,599,2400,,721,1099,1651,6534,817,5580,1780,2636,2346,4101,,4977060,5035759,4689239,4827607,3706113,4709078,5537819,3981751,6327514,9924937
903039,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",534,920,460,651,1748,557,1499,2415,687,2382,,38518,25674,48246,29741,31438,40750,54335,75180,80084,135064,,98263,120589,119028,118917,139515,163405,140126,144092,138687,158242
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",5590,3880,2966,2446,1902,2534,1232,942,1025,2379,,59614,67347,61240,60166,68973,61857,35534,27771,25842,25848,,137608,126707,136665,136434,101356,116720,138305,134991,107319,134264
842959,"Self-propelled mechanical shovels, excavators and shovel loaders (excluding self-propelled ...",6015,6330,10390,7053,10393,10569,3170,4561,3539,2368,,2140,1616,2781,1567,1628,1051,201,826,2086,1566,,463309,399241,527940,327489,254509,241341,354141,376759,252621,331755
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",5166,6350,11134,6413,2989,2806,4730,3064,1798,2349,,154892,169113,181024,171081,164840,415735,392626,241866,205990,277703,,148392,131628,189965,190634,192082,212137,211926,174464,127049,210452
30781,"Live, fresh or chilled, even in shell, abalone """"Haliotis spp.""""""""",8,6,59,117,38,223,1011,1132,1371,2347,,54608,49530,43194,36463,62709,47777,56408,55203,47475,49779,,1050,969,347,528,235,319,1150,1563,2370,4332
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",2534,2070,2899,2918,2603,2489,2587,2607,1495,2345,,47236,47737,52869,56383,61734,58728,52242,53702,43862,63955,,20073,19272,19702,21292,23458,22767,25361,26392,20151,25696
400811,"Plates, sheets and strip of cellular rubber",1391,482,396,846,2090,1401,870,1138,1175,2339,,18440,19876,18608,21495,20860,24278,24303,26311,20756,29067,,31110,28550,36592,40877,49576,47024,56901,62782,51656,72169
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",5369,904,1823,1291,1781,1273,2268,1586,1086,2336,,62909,75138,88332,65610,54507,80091,83293,74475,40498,69121,,105688,91919,86515,59517,55785,40187,38080,35509,25025,40058
291712,"Adipic acid, its salts and esters",4951,5300,3052,427,1112,301,721,1556,1505,2336,,174358,147797,132515,90464,91574,111101,124233,84608,75688,120779,,37554,36200,32346,26472,28288,35654,42823,43192,36786,48267
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",3695,1446,1601,3613,4042,5573,8442,7700,2196,2319,,25009,44665,34192,21682,21017,24937,25999,21315,11668,16261,,97604,89888,91184,77395,66503,76566,106071,87780,65363,85754
970190,Collages and similar decorative plaques,2628,2013,969,10601,5004,5121,4821,5279,490,2312,,719,932,2735,2436,5385,3456,3222,1720,1471,5711,,125552,179512,177912,260844,233069,236258,261763,245895,104652,112089
950720,"Fish-hooks, whether or not snelled",1021,1004,1007,1325,1615,1493,1489,1522,2421,2312,,20435,21790,21064,17975,17291,18861,20450,19914,20640,24276,,36007,36848,31817,38239,42365,34919,39059,35526,38999,55946
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,1872,1495,2387,2101,2301,,0,0,0,0,0,19827,17055,14593,12675,26966,,0,0,0,0,0,18232,18619,23707,17647,14198
845969,"Milling machines for metals, not numerically controlled (excluding way-type unit head machines, ...",336,1256,608,935,1039,1596,2620,2654,946,2293,,12968,7445,9403,17636,17715,10535,12971,10742,8525,7913,,29329,32332,35163,28709,31124,39571,33834,38431,24799,38352
950490,"Tables for casino games, automatic bowling alley equipment, and other funfair, table or parlour ...",2917,6439,2293,3586,2490,3473,3007,5199,1993,2290,,67257,53299,37768,32887,20680,24164,27492,28234,25810,28012,,1568968,800930,742315,817695,910954,1059117,1214263,1089786,1184421,1574853
760719,"Aluminium foil, not backed, rolled and further worked, of a thickness of <= 2 mm (excluding ...",2089,2134,4292,5407,4551,1819,2455,2420,1872,2290,,82963,81879,93226,76174,77968,93121,109224,85167,73505,90191,,167125,266130,241110,203826,137001,195320,268074,148248,140199,168390
851989,"Sound recording or sound reproducing apparatus (excluding using magnetic, optical or semiconductor ...",3882,2458,1941,1527,2289,1342,1235,1117,1510,2278,,4256,3987,5473,3264,4385,4091,3397,3310,3274,5906,,150069,166247,137480,78011,54580,48724,64200,56368,61455,84306
851850,Electric sound amplifier sets,1302,2063,1878,2067,2429,1941,2941,1088,2197,2275,,17385,11359,17125,12515,8431,6764,7011,8438,6718,5666,,100490,117754,108839,121719,120788,120901,124412,96890,71696,89070
600642,"Dyed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",2822,2282,1966,2393,7063,4524,5109,6918,2448,2268,,125530,96646,84632,103269,135051,139509,127386,99604,68953,70414,,61423,66821,58407,65552,77813,49819,43561,33783,19607,16423
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a ...",567,69,248,127,179,1674,3428,2918,2245,2265,,38380,23433,25697,33852,27045,31388,25085,26349,25026,19705,,138404,134276,149585,133924,114584,136452,139523,210146,112292,110757
200190,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ...",743,746,895,896,912,946,1447,1562,2042,2263,,3591,3417,3120,3025,3108,3267,3834,4268,5036,4457,,308117,310586,312549,336457,349436,341580,351257,387515,376697,435956
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",862,636,688,292,181,1295,2763,3251,2694,2260,,4154,3809,10581,5930,5516,8044,6941,5471,5437,8092,,38632,33930,53139,35861,22089,30209,25763,17195,10435,16208
844859,"Parts and accessories of machines of heading 8447, n.e.s.",2009,2688,3030,1490,1449,1615,1489,1863,1346,2257,,18911,14494,13591,11187,15049,16092,19358,16593,11043,19750,,30805,34039,33585,34723,33588,33646,36314,32542,27158,36796
902121,Artificial teeth,2836,5958,5014,4005,3633,3728,4228,4213,3572,2231,,464,549,641,1060,2500,2667,2890,3822,4504,5258,,119773,136742,143473,164638,179092,154800,162876,172898,162723,225292
282510,Hydrazine and hydroxylamine and their inorganic salts,6681,7099,6166,6430,5610,5024,7197,8798,10289,2225,,23267,23949,23229,18677,19845,21986,24928,25310,22631,25883,,39226,38678,41551,38793,32025,35887,37541,38327,41005,42642
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",456,6,12,236,155,340,1571,6729,1502,2224,,4911,7582,9788,11484,16004,17837,24123,30470,23145,29103,,346682,344364,367074,404934,385795,601086,631487,384665,339006,436326
391731,"Flexible tubes, pipes and hoses, of plastics, burst pressure >= 27,6 MPa",354,906,1079,1221,1515,1253,1122,5408,889,2208,,48422,53699,35736,31417,28924,26368,24806,28023,24256,28880,,49698,62417,75310,126859,65587,97605,107283,91635,76233,110664
