Product code,Product label,"Korea, Republic of's imports from Australia-Value in 2012","Korea, Republic of's imports from Australia-Value in 2013","Korea, Republic of's imports from Australia-Value in 2014","Korea, Republic of's imports from Australia-Value in 2015","Korea, Republic of's imports from Australia-Value in 2016","Korea, Republic of's imports from Australia-Value in 2017","Korea, Republic of's imports from Australia-Value in 2018","Korea, Republic of's imports from Australia-Value in 2019","Korea, Republic of's imports from Australia-Value in 2020","Korea, Republic of's imports from Australia-Value in 2021",Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
382430,Non-agglomerated metal carbides mixed together or with metallic binders,0,0,0,0,0,0,0,0,0,0,,68,163,337,0,15,4,187,226,237,160,,41870,41656,43796,26595,5298,15873,22437,11397,10639,17749
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,0,0,0,,0,0,0,77,39,13,3,0,6,0,,0,206,1922,2543,2129,711,0,0,0,0
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,0,,6455,5004,5084,4927,6335,4850,3899,4540,2201,3512,,2470,3374,2734,3557,1643,3482,1482,5092,4477,3572
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",0,0,0,0,0,0,0,0,0,0,,36,17,2,4,4,0,18,227,13,359,,1604,1495,1385,117,587,2547,316,333,187,311
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,30,3,2,0,0,2,109,32,,519,138,131,79,115,78,80,111,177,217
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,9,7,0,2,18,0,5,2,11,3,,431,66,111,166,387,113,17,12,15,52
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",0,0,0,0,0,0,0,0,0,0,,46,41,50,27,181,356,391,449,289,145,,12868,10960,3854,2216,2996,2244,991,761,826,976
380120,Colloidal or semi-colloidal graphite,0,0,0,0,0,0,0,0,0,0,,0,7,0,0,1,0,3,0,0,2,,1660,1741,1660,1710,2032,2783,2797,1745,1088,1491
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",0,0,0,0,0,0,0,0,0,0,,0,89,9,33,0,0,0,3,17,16,,573,528,1082,520,1158,904,448,532,401,394
380630,Ester gums,0,0,0,0,0,0,0,0,0,0,,119,78,19,0,45,1,0,1,20,5,,7322,8110,8221,7397,5477,4803,5495,5326,5907,7215
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",0,0,0,0,0,0,0,0,0,0,,153,484,267,264,196,343,312,458,296,506,,13494,16257,19067,17431,19700,22746,23139,20577,23201,26930
392071,"Plates, sheets, film, foil and strip, of non-cellular regenerated cellulose, not reinforced, ...",0,0,0,0,0,0,0,4,0,0,,56,2,0,162,75,10,3,0,0,72,,12144,11614,12073,12330,14388,14540,17075,20203,20314,22860
392113,"Plates, sheets, film, foil and strip, of cellular polyurethanes, unworked or merely surface-worked ...",0,0,0,55,7,15,1,1,19,0,,2764,2891,2799,2114,2987,2382,2709,3541,6946,6874,,37047,37536,42883,49573,48881,55008,56414,51523,54693,63972
391590,"Waste, parings and scrap of plastics (excluding that of polymers of ethylene, styrene and vinyl ...",3,0,128,318,229,127,581,932,350,0,,49991,39090,47281,38459,32210,24822,24531,19863,12488,15721,,18827,14371,15664,13344,9760,14717,43964,41506,26972,30131
390422,"Plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,0,0,0,0,0,0,0,0,0,,1991,2070,97,273,262,1250,1521,1042,799,1502,,8170,8330,7338,7338,7092,6762,8344,9814,8694,10014
390521,"Vinyl acetate copolymers, in aqueous dispersion",0,1,13,7,0,198,0,0,0,0,,367,183,110,68,77,117,0,42,2,1137,,10036,9643,13312,10754,12590,12542,14776,13008,12269,18903
390530,"Poly""""vinyl alcohol"""", in primary forms, whether or not containing unhydrolyzed acetate groups""""",0,0,0,0,0,0,0,0,0,0,,200,48,28,34,27,4,18,294,49,127,,43987,42474,39700,37446,37921,41264,45072,45641,45399,66717
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",14,0,0,1,0,0,0,0,0,0,,1225,308,329,261,309,76,348,242,1600,411,,434941,462162,659003,589716,521274,567597,582423,460726,303551,537636
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,2280,1275,1002,25,0,0,0,0,0,0,,40682,51560,23703,6301,6930,6219,6568,5727,4526,9039,,30384,30880,30894,24898,19635,24801,24492,28868,34994,47201
190510,Crispbread,0,0,0,0,0,0,0,0,0,0,,6579,4643,2609,1264,1124,2392,3655,2960,3500,3063,,0,552,15,223,54,67,35,20,71,49
160510,"Crab, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,26,4,174,187,1,8,176,246,230,64,,1761,1645,1820,1591,2860,3712,3024,4051,1846,780
170390,Beet molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,162,111,66,822,137,155,129,714,66,39,,152,193,162,198,253,117,195,268,171,352
200591,"Bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,1,0,0,4,17,39,62,24,15,5,,4335,3615,3913,4525,4685,4384,5536,5475,6519,7073
200710,"Homogenised preparations of jams, jellies, marmalades, fruit or nut pur?es and nut pastes, ...",0,0,0,0,0,1,0,0,0,0,,8342,8189,7084,3668,4790,4053,3129,2419,2019,3286,,361,541,753,774,530,793,848,664,397,222
200939,"Single citrus fruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,480,634,811,795,646,635,787,650,530,1035,,2049,4272,4202,3281,3749,4899,4034,3448,4434,5518
200981,"Cranberry """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""" juice, unfermented, ...""",0,0,0,0,0,0,0,0,0,0,,1227,1071,813,98,78,95,101,107,127,147,,327,1092,564,421,437,513,602,790,662,839
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,0,,24,0,0,58,0,11,0,2,4,0,,130232,78298,72686,78176,70132,57562,64112,61910,54612,72476
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,0,,1,35,97,2,18,0,0,0,0,29,,450,585,423,574,719,1044,1249,797,378,417
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",0,0,0,0,0,0,0,0,0,0,,1497,1737,2128,1421,838,1383,969,740,590,590,,1016,999,1084,616,749,1019,1830,1002,734,665
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, ...",0,0,0,0,0,0,0,0,0,0,,643,63,22,14,22,86,188,126,123,66,,769,540,868,2083,1471,2276,2046,1101,835,1505
252620,"Natural steatite and talc, crushed or powdered",40,9,38,24,42,34,17,32,0,0,,928,834,648,235,167,86,80,103,70,22,,26325,26283,25657,24376,24301,24698,22654,26431,21901,25760
252921,Fluorspar containing by weight <= 97% calcium fluoride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,4,0,9,,28286,22209,23906,19229,13108,14305,18457,19957,18155,18955
252930,"Leucite, nepheline and nepheline syenite",0,0,0,0,0,0,0,0,0,0,,4,4,0,52,23,0,0,96,54,6,,90,74,76,142,54,83,62,44,63,57
253010,"Vermiculite, perlite and chlorites, unexpanded",0,0,0,0,0,0,0,0,0,0,,1434,2175,1563,635,453,369,364,387,482,581,,18455,18736,18342,17209,20459,21032,21692,20859,20250,24237
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",0,0,0,0,0,0,0,0,0,0,,138,11,14,48,57,17,20,12,3,115,,200,189,16,96,59,26,41,9,10,0
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,137,0,0,0,0,0,,6483,20872,20994,3817,7282,0,0,0,0,0,,0,854,0,1139,1440,351,0,0,0,42
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",1,0,0,210,0,0,0,0,0,0,,96,0,197,66,11,67,22,10,521,160,,21352,32687,31755,33396,35834,71121,159411,37444,31703,30292
250200,Unroasted iron pyrites,1,0,0,0,0,0,0,0,0,0,,3,0,16,14,0,2,0,13,0,0,,726,571,799,823,749,809,871,1161,840,909
262011,Hard zinc spelter,282,437,281,375,651,504,0,0,0,0,,28,868,3971,1795,1658,408,663,395,2583,9730,,4875,3889,5804,5465,10945,16844,14744,16720,15740,15067
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,0,0,0,0,0,,266327,187767,164285,131363,158330,156036,183627,193248,224941,235806,,7187,9392,8219,6262,4466,8103,7883,14075,21368,31941
284321,Silver nitrate,0,0,0,0,0,0,0,0,0,0,,276,89,36,59,77,123,133,55,115,155,,494,325,408,283,521,570,387,310,421,640
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,8,8,0,0,0,0,1,0,0,,58,20,101,90,110,27,252,85,23,1681,,46226,30197,25522,27043,30032,34270,41849,43175,33824,61175
290211,Cyclohexane,0,0,0,0,0,0,0,0,0,0,,18,19,11,10,3,72,2,5,10,17,,23031,2449,1691,6948,17153,36401,67344,35098,8399,37723
290230,Toluene,0,0,0,0,0,0,0,0,0,0,,25,60,14,193,96,31,11,24,5,3,,105099,126013,468806,434421,284536,457271,573154,389556,183942,412576
290250,Styrene,2,0,0,0,0,0,0,0,0,0,,0,3,4,12,0,0,0,0,0,83,,1161020,1618630,1331431,876995,830452,979066,415218,508057,533533,501527
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,47,13,53,18
290321,"Vinyl chloride """"chloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,30,0,2,4,107,4,0,14,1,1,,2142,11913,13942,5825,11734,28832,13668,24998,30190,123351
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,4,0,0,0,0,0,,57,12,21,9,0,4,0,6,8,6,,1332,1371,1560,1455,934,2517,2212,3006,3494,4902
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,0,,22,11,17,12,7,0,0,5,5,5,,2502,2545,2717,3463,10635,11349,2621,1821,1200,2138
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",0,0,0,1,0,0,0,0,0,0,,48,73,53,66,25,33,13,121,86,7,,15528,16284,18872,18675,22498,22214,26191,25054,22269,25969
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,0,0,0,0,0,0,,4,0,1,0,1,1,1,52,0,5,,7552,8303,5578,5281,6758,4821,3851,2823,2581,2570
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",0,0,0,0,1,0,0,0,0,0,,839,3090,3770,789,1475,1444,1840,2008,638,1107,,15220,29139,42715,20974,11109,18658,28174,22271,17837,11773
290545,Glycerol,0,0,0,4,0,0,0,0,0,0,,3504,1298,444,725,1161,4580,66,190,146,134,,26189,25657,24093,18260,15577,19596,34761,21780,45921,61962
290551,"Ethchlorvynol """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,0,0,0,0,7,,0,0,0,0,0,0,0,0,0,0
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,0,0,0,0,0,0,0,0,,13,23,0,0,0,0,7,2,8,4,,144593,169315,165861,94032,79555,91079,118851,80390,66256,111480
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,0,0,0,,3,4,16,18,23,4,9,9,11,3,,2088,2081,1665,1925,2142,2539,2873,4537,3103,4888
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",0,0,0,0,0,0,0,0,0,0,,451,401,114,5,1,1,7,1,0,0,,4934,8068,8500,8581,12347,16783,20664,15215,13703,24675
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",4,0,0,0,0,0,0,0,0,0,,45,101,96,52,142,523,1204,294,191,181,,3237,2646,3152,4429,7514,9011,10407,8291,15443,20514
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",0,0,0,0,0,0,0,0,0,0,,9,97,48,68,18,18,97,37,32,43,,1419,1476,1700,982,1107,1174,1498,1748,1101,1412
291511,Formic acid,0,0,0,0,0,0,0,0,0,0,,78,40,1,2,2,4,5,1,11,3,,7754,6001,3049,4001,5181,8364,11539,5587,4552,9452
291611,Acrylic acid and its salts,0,0,0,0,0,0,0,0,0,0,,5,63,3599,2680,1033,0,24,0,2,0,,41369,15758,49065,18097,20078,25147,43422,50996,35118,37476
291816,"Gluconic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,8,20,306,88,42,5,297,12,38,26,,2689,3196,3634,3653,4391,5349,7181,7698,7441,9988
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,0,0,0,,0,0,0,0,0,260,3159,3652,9422,13771
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0
292113,"2-""""N,N-Diethylamino""""ethylchloride hydrochloride""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,8,,0,0,0,0,0,0,34,0,0,1
284161,Potassium permanganate,0,0,0,0,0,0,0,0,0,0,,5,50,0,38,1,11,39,19,49,58,,994,937,764,787,899,1032,703,655,739,823
284170,Molybdates,0,0,0,0,0,0,0,0,0,0,,10,47,27,21,29,15,5,18,5,42,,8700,6350,7041,6484,6282,7233,8368,8691,8558,9189
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,0,,0,0,23,0,0,0,0,0,0,0,,80,31,0,0,0,0,0,0,0,0
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,6,0,0,83,,2911,3227,6074,3836,7411,7468,7764,9177,6651,7917
271311,"Petroleum coke, non-calcined",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,11,0,0,0,9,,136326,50314,102649,89154,82945,171347,157847,114843,40632,47509
280110,Chlorine,0,0,0,0,0,0,0,0,0,0,,2927,2186,2093,1215,715,1169,1478,867,1640,2148,,3560,1990,1365,1598,1703,1306,1202,1423,1134,797
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,0,0,0,0,0,0,0,0,0,,14,14,30,2,5960,2,0,0,0,8,,286,251,299,309,198,379,270,432,372,596
280410,Hydrogen,0,0,0,0,0,0,0,0,0,0,,17,16,8,94,27,109,79,22,14,101,,148,58,200,12293,317,367,303,532,383,366
280440,Oxygen,0,0,0,0,0,0,0,0,0,0,,1731,2075,1560,935,1092,571,902,658,868,1036,,85,36,109,173,242,299,217,282,474,265
280461,"Silicon containing >= 99,99% by weight of silicon",0,0,0,0,0,0,0,0,0,0,,1415,1827,2426,2611,1983,1599,1764,2504,2648,3745,,467145,428679,381726,337634,268321,301549,273346,223228,241417,302953
280700,Sulphuric acid; oleum,0,0,0,0,0,0,0,0,0,0,,8816,2698,1075,344,906,457,5186,4700,7810,0,,279,396,510,1067,589,735,901,812,624,853
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,439,397,978,1363,824,383,213,299,254,240,,72867,77729,75228,75377,67556,67429,81434,82994,70735,126669
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12548,14031,13117,15271,28144
281610,Hydroxide and peroxide of magnesium,0,0,0,0,0,0,0,0,0,0,,35,321,7,87,16,215,112,358,319,294,,21568,18396,21426,26248,22959,18211,13816,14333,12504,13030
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,0,0,0,0,0,0,0,0,0,,11,0,1,15,0,17,1,9,16,0,,3593,4129,4497,3811,4833,4845,6121,7612,7500,9824
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,44,10,13,0,0,0,0,,9151,1980,3531,1900,1006,919,1473,911,1457,1385,,4894,6030,4360,5093,1618,1089,773,250,177,111
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,0,0,0,0,0,,6384,2424,1003,1528,1226,1318,1099,784,371,864,,2504,1908,2509,1921,2095,1607,2295,2143,1964,2191
282710,Ammonium chloride,0,42,86,44,41,0,0,0,0,0,,251,244,185,81,6,24,16,95,35,20,,4665,4821,4771,3756,3783,3207,3339,3274,3157,5002
282720,Calcium chloride,0,22,0,198,0,0,0,0,0,0,,256,139,100,291,94,202,79,129,74,46,,23127,57619,32690,17212,12774,18588,27466,24705,12850,43574
283421,Nitrate of potassium,0,0,0,0,0,0,0,0,0,0,,71,9,75,35,100,30,6,31,2,14,,8693,7988,8300,9500,7882,9556,9801,11950,11419,12540
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15640,16668,15071,11105,10563,11037,12273,10939,9820,13937
71332,"Dried, shelled small red """"Adzuki"""" beans """"Phaseolus or Vigna angularis"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,999,1800,2106,2546,1751,2186,1849,565,2,2243,,24918,21445,40018,27969,30259,17172,22680,24811,29289,37175
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,203,216,122,12,29,27,104,76,90,113,,1826,2384,3026,3206,3366,3102,3534,3201,2895,6565
70810,"Fresh or chilled peas """"Pisum sativum"""", shelled or unshelled""""",0,0,0,0,0,0,0,0,0,0,,520,115,67,87,50,218,80,233,24,45,,0,1,0,0,0,0,0,0,0,0
71021,"Shelled or unshelled peas """"Pisum sativum"""", uncooked or cooked by steaming or by boiling ...""",0,0,0,0,0,0,0,0,0,0,,358,130,172,105,132,156,168,114,78,81,,180,238,259,334,402,337,491,374,357,428
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,387,1591,1140,606,805,781,816,1031,1171,3055,,2466,2885,2816,3220,3577,5020,5346,7062,8334,9568
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,0,,3,10,29,0,5,6,4,16,16,8,,6319,5708,6984,4995,4191,4247,4151,4040,3862,3834
80131,"Fresh or dried cashew nuts, in shell",0,0,0,0,0,0,0,0,0,0,,176,67,129,169,58,139,12,27,16,4,,4,35,35,17,0,1,20,4,51,5
80212,"Fresh or dried almonds, shelled",0,1,950,4885,929,445,0,774,0,0,,96838,224162,297070,406034,245901,206331,212259,297251,277849,275805,,128571,160402,209548,235744,175583,171979,164622,178229,166724,182196
80410,Fresh or dried dates,0,0,0,0,0,0,1,0,0,0,,298,536,233,127,165,154,253,142,127,317,,87,198,354,704,547,588,855,980,1099,1604
80440,Fresh or dried avocados,0,0,0,0,0,0,0,0,0,0,,8739,7173,5287,6288,8353,9177,11639,17216,12851,29624,,2235,3092,4870,6874,11885,30388,47320,31785,41919,50386
80921,"Fresh sour cherries """"Prunus cerasus""""""""",0,0,0,0,0,0,0,0,0,0,,1816,1186,288,148,471,135,101,90,309,1,,0,82,199,72,169,121,40,50,0,0
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,1790,1072,450,490,249,374,1107,877,551,220,,15975,14356,13522,13771,14989,15973,16292,17244,14163,17993
81290,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,0,,555,503,636,213,190,322,606,375,156,233,,123,560,321,133,108,149,249,150,82,168
100111,Durum wheat seed for sowing,0,0,0,0,0,0,0,0,0,0,,41,0,12,799,14,0,961,5,2,71,,0,0,0,0,0,0,0,0,0,9
152190,"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured",0,0,0,90,0,0,0,0,0,0,,1981,3315,2746,2916,2951,2443,4198,3451,1996,2468,,2091,1612,2226,2289,2333,2673,3087,2382,3102,3698
130190,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excluding gum ...",0,0,0,0,0,0,0,0,0,0,,229,451,572,465,99,409,204,1221,744,92,,1837,1690,1711,1810,1670,2225,2630,3536,5770,6558
130213,Extracts of hops,0,0,0,0,0,0,0,0,0,0,,359,303,306,360,266,226,248,998,713,1433,,2599,3510,4056,3363,3989,3211,3184,2988,3105,5824
150710,"Crude soya-bean oil, whether or not degummed",739,95,164,84,80,84,75,12,0,0,,6,606,24,103,253,125,103,239,34,3,,419972,309352,250554,197119,183036,257428,227834,247900,282060,528915
151521,Crude maize oil,0,0,0,0,0,0,0,0,0,0,,73,0,0,0,0,0,0,0,0,4,,1899,0,2739,1902,4478,5267,3078,3775,2729,7864
151530,"Castor oil and fractions thereof, whether or not refined, but not chemically modified",0,0,0,0,0,0,0,0,0,0,,156,63,33,34,49,19,18,11,37,52,,10228,10876,11279,10745,11168,15008,14631,17797,14652,20153
90412,"Pepper of the genus Piper, crushed or ground",0,0,0,0,0,0,0,0,0,0,,1149,858,784,1420,1899,1549,1568,1590,1237,1259,,3359,2692,2951,4731,4797,3588,2703,2253,3503,3975
90811,"Nutmeg, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,1,1,0,52,34,26,10,7,55,1,,1608,1616,1393,1188,1280,1111,932,942,1136,1201
90822,"Mace, crushed or ground",0,0,0,0,0,0,0,0,0,0,,32,61,87,39,78,12,6,3,1,1,,33,58,9,34,15,47,5,19,5,15
90831,"Cardamoms, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,9,3,16,29,38,6,145,96,194,1,,549,634,813,480,380,674,852,779,901,1423
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,136,60,53,178,112,112,77,75,135,53,,602,840,733,770,556,874,565,1103,899,1665
110813,Potato starch,0,0,0,0,0,0,0,0,0,0,,2277,1373,1382,988,508,523,563,266,172,257,,38491,43699,47287,42932,51548,58167,62530,63897,72290,68507
110820,Inulin,0,0,0,0,0,0,0,0,0,0,,0,0,94,0,0,1,3,1,6,44,,788,759,564,678,730,994,1039,1182,1503,1408
120230,"Groundnut seed, for sowing",0,0,0,0,0,0,0,0,0,0,,27,95,31,3,25,32,27,1,2,141,,5,0,0,0,0,3,65,34,98,99
120730,Castor oil seeds,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,3,0,0,,0,26,27,4,7,13,3,9,27,13
120760,"Safflower """"Carthamus tinctorius"""" seeds""""",0,0,0,0,0,0,0,0,0,0,,1685,899,307,373,855,895,911,19,50,36,,194,339,280,224,250,294,263,300,246,302
70529,Fresh or chilled chicory (excluding witloof chicory),0,0,0,0,0,5,0,0,0,0,,22,43,110,286,226,5,10,6,22,3,,735,1303,1803,2279,2530,2846,2818,2897,2928,3803
40721,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)",0,0,0,0,0,657,0,0,0,0,,2119,1185,229,417,422,982,840,1029,627,979,,0,0,104,0,0,5054,0,0,0,86097
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excluding egg yolks)",0,0,0,0,0,0,0,0,0,0,,3,0,0,57,7,63,115,23,0,61,,235,173,247,318,299,4903,3517,3315,3504,4672
20410,Fresh or chilled lamb carcases and half-carcases,0,0,0,3,0,7,10,0,0,0,,121426,192885,210356,192371,193754,245568,319732,287839,220955,113566,,0,0,0,3,0,7,10,0,0,27
20641,Frozen edible livers of swine,0,0,0,0,0,0,57,14,0,0,,1485,1563,1514,747,1102,1114,1592,1103,1265,3459,,0,0,0,0,0,17,73,14,0,0
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,293,340,218,0,25,0,0,0,1,2
30549,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",0,0,0,0,0,0,0,0,0,0,,19,7,5,3,5,135,0,2,1,3,,5452,4600,5748,5666,6643,10437,9199,8089,9282,8308
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",0,0,0,0,0,0,0,0,0,0,,56,403,194,588,1075,2112,1353,960,489,1022,,463,530,402,402,0,0,367,1989,2868,3657
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",0,0,0,0,0,0,0,0,0,0,,193,912,595,392,230,160,630,46,661,294,,345,156,170,114,522,507,2634,6126,2354,2387
30627,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",0,0,0,0,0,0,0,0,0,0,,446,32,125,9,3,0,0,0,0,0,,29502,26868,24494,38953,42510,396,0,0,0,0
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,907,235,25,69,47,,0,0,0,0,0,0,0,53,269,448
