Product code,Product label,"Korea, Republic of's imports from India-Value in 2012","Korea, Republic of's imports from India-Value in 2013","Korea, Republic of's imports from India-Value in 2014","Korea, Republic of's imports from India-Value in 2015","Korea, Republic of's imports from India-Value in 2016","Korea, Republic of's imports from India-Value in 2017","Korea, Republic of's imports from India-Value in 2018","Korea, Republic of's imports from India-Value in 2019","Korea, Republic of's imports from India-Value in 2020","Korea, Republic of's imports from India-Value in 2021",India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,99,128,111,22,68,327,327,685,358,325,,2186,2524,2650,3358,3192,3273,5207,4874,3173,3918
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,26,0,0,245,166,277,164,,99,423,1183,1934,1811,1441,1308,1589,1081,3203
200979,"Apple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar or ...",0,0,0,0,0,0,0,0,0,0,,104,178,540,77,39,99,281,346,232,390,,16490,15260,13440,12923,13388,12494,11316,12554,12222,13840
200210,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,447,478,758,531,115,152,114,146,111,119,,8952,10632,13039,10734,10731,13228,12908,12201,13753,16865
200540,"Peas """"Pisum Sativum"""", prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,0,0,0,0,0,,4,298,73,37,11,7,1,6,5,7,,141,339,1143,1038,974,1344,1576,872,583,786
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,7,2,0,0,0,0,0,,880,895,1308,832,47,1170,1008,1290,1229,654,,4860,7984,8299,8051,6931,6913,7652,4135,4298,4694
210330,"Mustard flour and meal, whether or not prepared, and mustard",0,0,0,0,0,0,0,0,0,0,,13,23,30,14,31,29,25,611,154,39,,7790,7812,8369,8435,9151,10023,9041,9266,9182,11645
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",0,0,0,0,1,0,0,0,0,0,,2002,991,1168,869,933,799,952,1628,313,202,,622,1218,1030,1362,1026,710,778,752,1045,1405
210500,"Ice cream and other edible ice, whether or not containing cocoa",0,0,0,0,0,0,0,0,0,0,,1049,1424,1468,1676,2969,5616,6692,7087,6094,8412,,18375,22385,26804,26443,29935,35015,38533,37827,44988,51811
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,76,41,78,39,238,,0,0,0,0,0,819,866,1370,2926,7582
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,0,,3152,2542,2680,1225,998,650,813,843,457,528,,4462,6542,5184,5199,5704,5420,5358,4155,5222,8841
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,2,31,46,73,54,1,0,0,1,0,,185,387,749,657,670,906,700,641,413,405
830621,"Statuettes and other ornaments, of base metal, plated with precious metal (excluding works ...",7,6,1,2,3,0,7,32,0,0,,627,1527,823,442,765,1098,1624,1593,1301,2010,,718,198,138,141,362,128,112,591,278,232
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",53,136,234,104,24,3,1,3,0,0,,3447,4339,4136,4265,4578,3772,3801,10218,4354,6098,,2734,3098,3925,4517,4292,5318,5688,7094,6400,7719
840610,Steam and other vapour turbines for marine propulsion,0,0,5,0,0,0,0,0,0,0,,3782,5280,15042,8130,20232,2174,8778,24257,8040,126,,287,0,907,32,0,5,31,1927,0,1
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a ...",0,0,0,0,0,0,0,0,0,0,,6239,6029,5898,6342,4838,7191,7909,10668,12055,10097,,16256,16294,22418,18833,17715,18246,17237,18728,17560,21137
842542,"Jacks and hoists, hydraulic (excluding built-in jacking systems used in garages)",274,415,420,467,318,246,110,15,2,0,,3046,3487,7182,6616,10067,10141,12137,13679,9604,12056,,15979,10590,29398,10759,10358,7986,7575,7709,9237,10306
842611,Overhead travelling cranes on fixed support,0,0,0,0,0,0,0,0,0,0,,24875,26519,42097,36558,30067,28416,41486,40315,19092,29032,,4573,5047,9847,14900,3047,6472,11427,14766,7819,15078
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",0,0,86,0,0,0,93,0,0,0,,10653,3340,2815,2447,3362,2160,3489,2874,1592,2744,,40086,34949,37847,32543,35929,34122,37462,33534,33036,39967
842920,Self-propelled graders and levellers,0,0,0,0,0,0,0,0,0,0,,3100,3988,4990,2622,1273,3652,6032,4184,4440,6663,,4771,5273,2322,1897,1964,2240,4450,2854,1475,5284
843020,"Snowploughs and snowblowers (excluding those mounted on railway wagons, motor vehicle chassis ...",0,0,0,0,0,0,0,0,0,0,,8,21,0,182,0,1892,0,9,4,23,,2376,3971,5233,2272,1236,909,1309,626,402,730
843050,"Self-propelled earth-moving machinery, n.e.s.",0,0,0,0,0,0,0,0,0,0,,8665,2723,5067,3068,4295,12550,17421,9394,8218,12234,,22025,14032,5071,2310,854,649,468,2767,1065,240
741122,"Tubes and pipes of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc base alloys ...""",8,0,0,0,0,0,0,0,0,0,,8748,14151,13316,11272,7125,11395,14589,11227,9278,16109,,35256,53845,39373,36671,27520,18074,10893,19579,12091,10648
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",1,67,0,0,0,0,0,0,0,0,,6943,7253,5656,4484,2921,3639,6148,5509,2919,4923,,5895,7646,8998,5517,4158,5035,6102,6336,3827,6241
740929,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,1075,1995,2313,4668,2190,4077,2648,2937,2987,5184,,9805,6096,4787,3507,3097,2524,3116,2116,2210,2688
730511,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,60,0,0,4,0,0,0,,1291417,710702,534420,552772,497569,609704,349560,472111,563787,298724,,675,5438,9654,6662,418,780,91,310,61,437
730621,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,314,187,333,280,292,904,4055,621,208,460,,289,252,386,158,205,2219,115,315,275,478
730793,"Butt welding fittings of iron or steel (excluding cast iron or stainless steel products, and ...",0,0,26,19,2,0,0,0,0,0,,7515,10302,8418,9803,13139,8163,9794,11358,6902,13266,,23874,20307,31406,18778,17732,13219,23546,23547,15593,16160
730830,"Doors, windows and their frames and thresholds for doors, of iron or steel",0,0,0,19,1,12,36,227,0,0,,9053,12222,8716,10479,7279,6667,8926,9360,9663,11575,,29056,33452,42119,40032,53375,33113,25472,24124,22022,22207
731439,"Grill, netting and fencing, of iron or steel wire, welded at the intersection (excluding products ...",0,0,0,0,0,0,0,0,0,0,,722,373,772,529,621,581,544,584,300,1737,,4060,3610,4104,3031,4091,4156,4962,4602,3200,4217
731589,"Chain of iron or steel (excluding articulated link chain, skid chain, stud-link chain, welded ...",0,1,53,3,0,0,0,2,0,0,,1425,6252,5897,6156,5481,6873,6996,6222,5102,6962,,34696,23962,25582,58880,20144,22841,23016,28053,32427,32403
750511,"Bars, rods, profiles and wire, of non-alloy nickel, n.e.s. (excluding electrically insulated ...",0,0,0,0,8,33,0,150,97,0,,4387,2655,2531,1591,2462,1755,3011,4477,3947,7496,,309,425,1010,748,893,1923,2134,5761,1819,1316
760519,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of <= 7 mm (other than ...",0,0,0,1,0,0,0,0,0,0,,3139,2253,2082,2615,3513,3762,3042,4084,3501,6042,,4883,6007,6523,6454,3312,4345,4984,3803,3757,3825
760521,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excluding stranded ...",0,224,0,0,0,0,0,0,0,0,,1407,1901,2118,1357,1473,1426,3816,9221,10897,8391,,6688,7795,8472,9101,8509,10049,9519,8499,8349,15198
810920,Unwrought zirconium; zirconium powders,0,0,0,0,0,3,0,3,0,0,,488,0,1,330,27,33,102,145,127,152,,1978,584,1176,744,333,566,838,385,273,241
810990,"Articles of zirconium, n.e.s.",0,0,0,0,0,0,0,4,0,0,,501,48,125,79,45,486,133,131,225,223,,29438,47352,38592,37590,34471,42217,35309,23927,26282,56990
820160,"Hedge shears, two-handed pruning shears and similar two-handed shears, with working parts of ...",0,0,0,0,0,0,0,0,0,0,,35,9,8,10,13,12,20,55,28,114,,870,1016,1407,1733,1647,1457,1376,1493,1118,1175
790120,Unwrought zinc alloys,0,0,0,0,0,0,0,0,0,0,,4496,2960,2036,2367,2096,4359,3500,3462,5762,11083,,1020,141,278,353,637,273,77,208,346,90
790200,"Zinc waste and scrap (excluding ash and residues from zinc production heading 2620"""", ingots ...""",0,0,0,0,0,0,16,0,0,0,,82,240,1095,194,12,445,264,195,126,12,,387,215,17,87,225,673,882,1984,1265,1062
800200,"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ...",0,0,0,0,0,0,0,0,0,0,,96,39,7,22,13,20,30,27,20,3,,375,355,1779,265,1515,909,1302,604,285,108
810210,Molybdenum powders,0,0,0,0,0,0,0,0,0,0,,11,22,86,61,45,70,50,5,42,79,,4210,4547,4026,2785,2124,2494,3561,5794,2799,3846
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",0,0,0,0,0,0,2,3,0,0,,111,15,35,46,1,22,56,14,33,598,,4630,2598,3664,2925,3390,4939,3716,4875,3978,6153
851020,Hair clippers with self-contained electric motor,0,0,0,0,0,0,0,0,0,0,,25,41,86,16,350,564,114,337,273,314,,4866,5046,6319,6825,9192,11878,11904,14731,14104,16577
851030,Hair-removing appliances with self-contained electric motor,0,0,0,0,0,0,0,0,0,0,,633,293,920,761,464,549,281,15,39,56,,3209,4057,5436,2531,3833,5015,5512,2675,3712,3406
851629,Electric space-heating and soil-heating apparatus (excluding storage heating radiators),0,85,0,0,16,205,30,3,2,0,,1265,2136,2413,14528,2211,3825,4395,5769,5039,7086,,23045,24161,18139,25563,49072,53968,72359,47939,43805,67509
851430,"Electric industrial or laboratory furnaces and ovens (excluding resistance heated, induction, ...",121,96,15,0,0,102,0,0,0,0,,31736,28036,30588,23430,25881,26232,41053,35068,22732,39920,,18142,11767,20699,14231,15754,18298,33119,11054,17012,11749
850640,Silver oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,890,1,11,12,727,0,1,0,0,3,,1533,1772,1849,2250,1788,1956,1495,1279,1672,1834
850680,"Primary cells and primary batteries, electric (excluding spent, and those of silver oxide, ...",0,0,0,1,0,0,0,9,0,0,,4977,2950,3696,3046,2047,2165,2159,5242,5006,3099,,7215,9189,11061,11486,8646,15867,17928,19033,11795,8502
850690,"Parts of primary cells and primary batteries, n.e.s.",0,0,0,0,0,0,0,0,0,0,,2178,2204,2522,2464,1615,1500,731,3632,2310,2843,,8008,4748,2871,2751,8317,5576,5651,4559,4979,3986
870210,"Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition ...""",0,0,0,0,0,0,0,0,0,0,,231663,159468,259522,259462,205291,262549,169365,197366,70265,104534,,4338,11759,21945,5718,14742,49138,48095,73525,47701,23253
870220,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both diesel engine and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,960,0,0,5,8,,0,0,0,0,0,0,0,0,0,90
870540,Concrete-mixer lorries,0,0,0,0,0,0,0,0,0,0,,2685,6611,6663,16747,11981,23795,15400,6502,9475,15589,,280,1499,1371,0,58,4,0,0,13,0
854190,"Parts of diodes, transistors and similar semiconductor devices; photosensitive semiconductor ...",0,4,1,0,0,0,1,0,0,0,,4424,6280,4249,6768,4290,4791,3737,2825,3006,4063,,72407,63193,63047,69574,62896,92696,95374,110656,177382,210825
860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,0,0,0,0,0,0,0,0,0,0,,23817,1775,129,298,156,11574,10083,434,114,365,,0,0,0,0,0,0,0,0,0,348
860500,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ...",0,0,0,0,0,0,0,0,0,0,,0,1080,0,0,100588,169075,206433,169080,0,78461,,41,0,0,0,0,0,216,16,773,1450
860791,"Parts of railway or tramway locomotives, n.e.s.",0,0,0,0,1,16,13,1,0,0,,11206,5606,6318,5435,5649,5042,16816,3449,3379,12135,,14499,19799,13065,9143,11398,9343,13252,16220,25612,23363
854071,Magnetrons,0,0,0,0,0,0,0,0,0,0,,45,24,31,61,149,21,20,101,164,135,,5796,5927,4183,6233,5784,8381,6459,6144,6400,7730
853910,Sealed beam lamp units,5,0,1,0,0,2,1,0,0,0,,240,559,173,193,67,94,208,78,294,150,,697,698,3005,842,981,601,674,593,392,513
843830,"Machinery for sugar manufacture (excluding centrifuges and filtering, heating or refrigerating ...",0,0,0,0,0,0,0,0,0,0,,50457,46914,51411,25478,12834,27165,17621,12813,12819,29512,,230,1,2,805,634,31,546,27,213,9
844316,Flexographic printing machinery,0,0,1,0,0,0,0,8,560,0,,3092,5024,4958,6319,6504,10681,9452,16991,10027,15286,,2982,7024,2833,9681,11179,8919,8704,10471,2873,11804
844513,Drawing or roving machines,0,0,0,0,105,50,402,0,0,0,,4340,1857,2459,1533,2670,4231,2964,2748,876,1123,,7290,3801,616,140,2225,365,455,49,559,339
844610,Weaving machines for weaving fabrics of a width <= 30 cm,0,0,0,0,0,0,0,0,0,0,,561,1365,875,903,1121,1231,1762,1469,1068,1599,,1213,3,1146,261,97,2131,96,307,1154,221
844811,"Doobies and jacquards; card reducing, copying, punching or assembling machines for use therewith",0,0,0,0,0,0,1,5,0,0,,2298,3398,986,936,801,1003,1038,1134,1024,1389,,4745,5138,8145,6560,5870,4460,5544,3545,2627,2197
843629,"Poultry-keeping machinery (excluding machines for sorting or grading eggs, poultry pickers ...",0,0,0,0,0,0,0,0,0,0,,3444,6438,6417,9751,7405,8843,9818,8352,9378,12326,,24829,31517,50140,36436,30438,40448,36622,25247,14137,23053
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",0,0,0,0,0,0,0,0,0,0,,596,1142,1531,277,577,3741,5593,5701,5223,9206,,9113,10620,11301,9967,14066,14234,16664,16287,17615,18637
843920,"Machinery for making paper or paperboard (excluding dryers and other heating appliances, calenders ...",0,0,0,0,0,0,0,0,40,0,,3844,5560,5177,12870,4254,7310,10352,6942,3867,3426,,20061,25764,19171,13879,11142,4738,8683,5556,3929,17435
844130,"Machines for making cartons, boxes, cases, tubes, drums or similar containers (other than by ...",0,0,0,0,0,240,1010,1177,1466,0,,4728,13514,12714,24250,28013,34757,37544,31143,22942,30568,,24507,33756,34740,32597,29973,30323,35911,50912,44270,34025
844312,"Offset printing machinery, sheet fed [office type], using sheets of a side <= 22 x 36 cm in ...",0,0,0,0,0,0,0,0,0,0,,1121,1681,1328,227,282,282,400,568,573,455,,229,0,1000,706,18,797,2,11,1,2
847030,"Calculating machines, non-electronic",0,0,0,0,0,0,0,0,0,0,,49,58,34,7562,2718,135,12,44,57,508,,204,330,321,100,120,399,1076,949,794,763
847751,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner ...,0,0,0,0,0,0,0,0,0,0,,8778,17999,18804,15920,11159,10742,13276,22689,12597,11996,,20191,346,39629,3003,927,6566,1972,3023,1333,616
847971,"Passenger boarding bridges, of a kind used in airports",0,0,0,0,0,0,0,0,0,0,,0,0,0,17,285,4,283,29,90,676,,0,271,0,0,0,251,6,103,105,0
847432,Machines for mixing mineral substances with bitumen,0,0,0,0,0,0,0,0,0,0,,12870,16207,13974,11244,10462,13956,22702,25542,19575,23773,,609,569,1078,1437,1521,4689,494,739,1934,3596
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ...",0,0,7,0,0,0,0,0,0,0,,3539,264,124,405,262,124,470,969,61,137,,754,1168,548,1066,450,444,876,92,391,94
845121,"Drying machines, of a dry linen capacity <= 10 kg (excluding centrifugal driers)",0,0,0,0,0,0,0,0,0,0,,1,27,376,306,0,2,42,14,11,20,,2056,1625,2607,3874,11520,17869,62808,35318,42066,40650
845310,"Machinery for preparing, tanning or working hides, skins or leather (excluding drying machines, ...",0,0,0,0,0,20,0,0,0,0,,465,675,441,283,548,963,709,332,280,482,,3371,3799,6933,5656,12280,7441,3227,3717,6862,8530
845610,"Machine tools for working any material by removal of material, operated by laser or other light ...",0,103,0,13,0,0,0,0,0,0,,895,1704,2968,2380,4897,810,0,0,0,0,,265539,269117,208737,210585,148356,19,0,0,0,0
845970,Threading or tapping machines for metals (excluding way-type unit head machines),0,0,0,0,0,0,0,0,0,0,,904,1105,1520,2641,1588,1309,1438,1740,873,1722,,5610,7491,6928,6893,5907,5979,2479,2194,1781,2335
846023,"Cylindrical grinding machines for finishing metal, numerically controlled (excl. gear finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,345,1817,1061,3001,382,,0,0,0,0,0,12134,21420,22313,13858,24620
846330,"Machine tools for working metal wire, without removing material (excluding wire bending machines ...",0,0,0,0,0,0,0,0,0,0,,1204,1997,2355,1429,966,1825,1470,1672,1107,1932,,8296,7546,10884,12109,12900,15693,11970,13168,11497,10039
846410,"Sawing machines for working stone, ceramics, concrete, asbestos-cement or like mineral materials ...",0,0,0,0,0,0,0,0,0,0,,1003,2014,2437,1496,2120,2235,1814,3218,1928,2875,,5447,19346,15485,6513,2834,1389,2028,3660,2050,2879
846591,"Sawing machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...",0,0,0,0,0,0,0,0,0,0,,649,588,550,379,567,594,402,364,317,997,,6782,6665,11270,11649,14007,13722,15312,11079,15212,17960
701400,"Signalling glassware and optical elements of glass, not optically worked (excluding clock or ...",0,0,18,0,0,0,6,0,0,0,,140,11832,13628,15636,18593,11482,13565,13627,9601,267,,35070,31028,19025,15975,15093,24386,27360,22654,18706,19353
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",0,0,0,0,0,0,3,0,0,0,,2578,1068,1484,1252,1632,1596,2383,2583,1766,3068,,22135,23786,25847,26489,23840,24539,24216,23662,22360,23403
701932,"Thin sheets """"voiles"""" of irregularly laminated glass fibres""""",0,0,0,0,0,0,0,0,0,0,,21,38,20,10,14,113,190,456,53,18,,10005,9640,7812,6431,10500,12105,8706,8716,8805,6979
701939,"Webs, mattresses, boards and similar nonwoven products, of glass fibres (excluding mats and ...""",1,0,0,0,0,26,1,1,0,0,,190,609,1097,1686,3459,4015,7490,9400,9376,11620,,34678,42960,44908,51392,53738,55639,51089,41307,40345,42672
690912,"Ceramic articles having a hardness equivalent to >= 9 on the Mohs scale, for chemical or other ...",0,0,0,0,0,0,0,0,0,0,,123,304,310,527,351,206,66,61,28,96,,6321,5489,6628,8107,11356,12048,19410,24868,29111,37301
700210,"Glass in balls, unworked (excluding glass microspheres <= 1 mm in diameter, glass balls of ...",0,1,0,0,0,0,0,0,0,0,,69,26,27,2,15,6,9,18,73,84,,67,109,71,62,34,59,100,374,227,57
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",0,0,0,0,0,0,26,0,0,0,,52,164,18,29,1037,1881,2503,4189,4172,5819,,2957,944,1119,2545,11406,15118,13962,9182,7108,9447
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",0,0,0,0,0,0,0,0,0,0,,155,153,49,71,123,88,42,280,36,11,,1433,1623,1572,1600,1664,1425,1853,1933,2069,1869
711510,"Catalysts in the form of wire cloth or grill, of platinum",0,0,0,0,0,0,0,0,0,0,,2231,2551,1267,3409,699,2986,1820,2891,73,2836,,6312,1542,4577,1818,6917,4290,3427,2190,2135,2258
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",0,0,0,0,3,1,0,1,2,0,,818,2134,2682,852,4345,1546,1071,539,590,2405,,58971,34947,8798,31324,18686,31879,13365,19158,25277,87890
720260,Ferro-nickel,0,0,0,0,0,0,0,0,0,0,,8,30729,0,1,2,0,0,3,877,42,,623737,388156,526116,194287,168211,180205,293342,300169,167700,260487
720280,Ferro-tungsten and ferro-silico-tungsten,0,0,0,0,0,0,0,0,0,0,,394,1330,3608,286,199,87,95,24,15,59,,10041,9050,8464,5987,1902,1231,5440,6822,3982,4926
721220,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,20,0,0,3,0,1,0,0,,2678,3662,1413,1140,1140,1188,789,492,505,428,,1040,1002,1003,818,1965,1000,1035,1007,254,1990
721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, ...",3492,3643,2198,167,0,4300,527,0,0,0,,33745,42264,10919,7075,14639,20080,14372,9866,7393,34460,,249421,279401,312911,239384,179102,215228,247029,238565,214403,175843
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",39,1,0,0,4,4,0,0,0,0,,134385,237350,218557,162775,147986,187303,140075,83955,45950,96477,,44461,58503,73347,55878,44233,62894,49045,38900,34929,75390
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",4,2,0,0,0,0,0,0,9,0,,2981,6425,9378,5427,6480,9091,5690,3149,3573,4309,,307,317,198,306,66,122,129,321,77,427
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",0,0,0,0,0,0,0,0,46,0,,3225,12265,10408,967,1002,4016,10268,4250,2274,5093,,4817,5301,9250,7059,5092,5889,4471,3368,1264,1934
722591,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,26,170,11,0,0,4,13,43,0,2,,80,653,273,227,2016,1294,139,1662,4033,6170
722691,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...",0,0,0,4,0,0,0,0,0,0,,146,20,0,79,96,41,143,25,25,240,,42530,36315,36370,43620,32913,30269,24536,25185,16742,22295
722840,"Bars and rods of alloy steel other than stainless, not further worked than forged (excluding ...",0,0,0,0,0,0,0,0,0,0,,1941,3602,5014,3172,1099,829,1968,1762,1345,1326,,20584,20385,37803,42982,31981,32349,33567,38840,31535,39784
722850,"Bars and rods of alloy steel other than stainless, not further worked than cold-formed or cold-finished ...",0,0,0,0,0,0,0,16,27,0,,1396,1579,1618,2743,2292,2956,5734,5637,1455,2986,,18371,17490,16161,23708,20213,19695,12401,8910,10668,12216
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",0,0,0,0,0,0,0,0,0,0,,175,195,9185,68,632,734,4101,2386,982,2070,,35,1774,6820,2276,68,124,173,137,690,94
730459,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",3455,9376,106,297,61,0,3,0,1,0,,67108,20580,8283,10362,5531,9629,18325,20310,11271,3996,,314341,433940,255464,214930,138692,104075,105616,133748,87468,129231
611692,"Gloves, mittens and mitts, of cotton, knitted or crocheted (excl. impregnated, coated, covered ...",2,3,6,10,2,1,1,27,0,0,,3955,4952,3780,3420,4037,3436,3553,2495,3568,1961,,30316,31779,29713,27133,34025,33926,34153,24992,14168,11873
620329,"Men's or boys' ensembles of textile materials (excluding of cotton or synthetic fibres, knitted ...",0,0,0,0,0,0,1,11,0,0,,4678,9746,5728,8893,14005,16591,9272,10101,9960,4761,,143,207,240,769,302,164,278,200,223,401
620429,"Women's or girls' ensembles of textile materials (excluding of wool, fine animal hair, cotton ...",0,0,0,3,3,0,4,12,1,0,,10290,7915,14514,20637,15884,11256,14316,11627,8320,8697,,111,168,204,383,242,359,267,329,250,576
591140,"Straining cloth of a kind used in oil-presses or for similar technical purposes, incl. that ...",0,0,0,0,0,3,1,0,148,0,,376,739,419,149,608,1100,2491,4579,3930,6194,,3964,3273,4275,3412,3250,3055,4379,4506,6258,6767
611300,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ...",1,1,0,0,1,0,0,0,8,0,,682,478,591,394,492,1223,409,325,472,624,,4771,3289,4943,7835,10972,11145,12355,10637,11850,12467
621120,Ski suits (excluding knitted or crocheted),0,0,0,1,0,0,0,1,0,0,,1297,964,767,629,518,648,221,282,255,322,,3094,3579,2277,1251,867,1166,1848,2550,1082,1032
660191,Umbrellas having a telescopic shaft (excluding toy umbrellas),0,0,1,0,0,0,0,0,0,0,,48,2,12,3,2,5,42,5,170,127,,20505,23105,24313,30131,40876,42131,44820,48790,37414,35916
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials ...",0,43,1,1,0,0,0,0,0,0,,304,325,135,64,83,73,102,260,108,442,,21015,23386,25025,31008,34021,36235,37334,30832,23439,25321
680210,"Tiles, cubes and other processed articles of natural stone, incl. slate, for mosaics and the ...",0,0,0,0,0,0,0,1,0,0,,3331,2400,1767,596,417,388,677,939,974,1888,,7650,7646,7271,8073,6893,6244,5044,7541,7920,8750
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",0,0,0,0,0,0,0,0,0,0,,397,506,484,481,298,277,312,344,256,412,,0,0,0,0,0,0,0,0,0,0
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,0,0,0,0,0,0,0,0,0,0,,989,1345,1500,1385,983,1173,1304,1007,846,884,,2,254,8,0,0,0,1,0,0,1
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,600,868,956,405,390,454,426,1328,612,1940,,1270,2827,2577,2594,217,229,93,119,144,265
520615,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,1,72,404,0,0,0,45,1,1,165,,2,31,6,13,2,0,0,0,1,0
520632,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,34,0,0,0,0,0,0,,386,46,402,628,1232,1147,515,688,675,2097,,528,765,251,328,272,1162,1013,339,2163,4369
520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,122,441,969,1910,427,926,1736,920,3337,2164,,137,104,59,33,90,97,58,111,179,271
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excluding shorn wool)",0,0,0,144,138,7,0,0,0,0,,491,124,8,131,142,267,839,40,2,2,,0,1,0,145,227,150,0,0,0,0
510219,"Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,10,0,1,34,0,50,,6615,8984,11567,11574,7700,3610,2425,2866,1864,1945
