Product code,Product label,United States of America's imports from India-Value in 2012,United States of America's imports from India-Value in 2013,United States of America's imports from India-Value in 2014,United States of America's imports from India-Value in 2015,United States of America's imports from India-Value in 2016,United States of America's imports from India-Value in 2017,United States of America's imports from India-Value in 2018,United States of America's imports from India-Value in 2019,United States of America's imports from India-Value in 2020,United States of America's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
580421,"Mechanically made lace of man-made fibres in the piece, in strips or in motifs (excluding fabrics ...",192,73,175,51,218,132,28,159,13,3,,3823,5768,3870,3488,3978,4205,3934,6085,4280,3730,,10771,10339,10437,10001,7700,6903,5201,3910,2371,2836
590220,"Tyre cord fabric of high-tenacity polyester yarn, whether or not dipped or impregnated with ...",0,0,3,10,93,154,210,201,1,3,,3414,886,748,3143,476,466,353,324,132,154,,215732,185620,199669,213119,211552,213195,249249,258146,153330,254832
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ...",1,1,0,1,0,0,0,7,1,3,,2794,2089,889,928,1437,708,904,1203,1454,876,,9902,8738,10988,9456,8638,8067,9407,13718,13027,18030
500100,Silkworm cocoons suitable for reeling,0,6,0,0,0,0,0,0,0,3,,19,22,16,378,54,8,2,3,4,939,,9,7,2,13,12,6,22,2,3,11
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,3,,20,0,10,5,1281,5,0,10,0,7,,18030,15520,15720,22939,20987,27415,28823,25274,34214,79242
110900,"Wheat gluten, whether or not dried",10,124,0,0,0,0,0,0,3,3,,242,158,80,177,23,111,74,187,260,395,,271389,367624,386484,346299,372910,373391,422665,399058,327527,421340
930310,"Muzzle-loading firearms, neither designed nor suitable for projecting cartridges",19,35,9,8,0,0,0,0,0,3,,13,0,0,4,0,7,12,43,5,6,,22365,26633,26712,23527,20854,21636,20310,19257,24165,29870
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",2,2,0,0,0,0,0,0,0,3,,397,718,1182,746,162,2474,1679,3950,7105,2970,,3127,2818,3503,3657,3785,4405,4135,4316,2676,2886
291250,Cyclic polymers of aldehydes,0,0,0,9,0,0,0,16,0,3,,20,51,0,1,312,25,31,1,49,300,,2771,2343,2624,1825,1880,1721,1497,1560,1553,2780
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,0,7,0,8,16,28,4,3,,342,1436,1167,2095,1431,1367,838,858,826,740,,20422,14750,10673,10951,10191,12532,10364,10538,11930,18630
871310,"Carriages for disabled persons, not mechanically propelled",0,0,0,0,22,0,0,0,0,3,,12671,14617,15726,13150,18669,19897,25268,23732,18379,25947,,125137,126394,144123,154100,147394,178536,193084,183922,150543,188465
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",0,0,0,0,0,0,0,0,0,3,,24,93,106,116,186,132,90,3,97,71,,7206,10836,12605,14913,14553,14831,15436,14178,5455,9643
30391,"Frozen fish livers, roes and milt",0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,323,7,5,4,482,,0,0,0,0,0,11254,12463,11926,10138,24676
151511,Crude linseed oil,0,0,0,3,32,0,0,0,0,3,,32,40,89,63,43,40,8,40,31,141,,2673,3495,2603,2638,1623,1624,2267,1391,1891,1994
841111,Turbojets of a thrust <= 25 kN,0,0,8,4334,913,0,0,0,0,3,,1,32601,21426,4,1211,7,42117,30094,11023,15000,,284619,245120,248421,298116,330608,398861,320892,291856,250551,363505
620322,"Men's or boys' ensembles of cotton (excluding knitted or crocheted, ski ensembles and swimwear)",4,6,9,4,26,20,5,6,2,3,,10267,10004,12649,10110,7414,8141,4700,9572,6152,5834,,11409,10489,12823,14396,13105,13380,11849,12077,6810,12130
901010,Apparatus and equipment for automatically developing photographic or cinematographic film or ...,73,69,27,56,0,0,0,0,0,3,,303,72,76,96,231,81,22,32,72,54,,5210,3104,3357,3914,2811,3853,4078,2314,2086,4032
70820,"Fresh or chilled beans """"Vigna spp., Phaseolus spp."""", shelled or unshelled""""",14,32,14,66,48,120,123,34,3,2,,68,63,242,122,302,123,86,86,113,68,,96557,106003,117406,128935,134751,135980,165131,165572,197721,212388
850750,Nickel-metal hydride accumulators (excluding spent),3,0,0,147,0,0,0,18,0,2,,0,1,19,66,4,46,34,42,121,54,,398992,426895,356073,291240,270327,251498,211229,224142,372112,476412
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",0,4,0,0,0,0,0,0,20,2,,181,1507,491,201,1082,1055,3670,759,2497,4102,,287615,385555,502886,496745,559644,573840,586464,635815,607088,705068
701110,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,3,0,37,5,2,0,0,2,,659,1463,878,1662,1920,2033,2076,1419,945,734,,8486,7622,8777,12071,11853,11161,10240,7928,8876,7474
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",106,0,1,0,0,0,0,0,1,2,,3007,1425,1591,1073,236,126,0,2,1,3,,256,75,258,597,379,436,657,500,136,151
551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",6,4,0,0,12,14,1,0,3,2,,1166,3147,2330,2118,3270,3888,3476,3057,2831,2634,,3112,3520,1814,1677,1333,1778,1362,1415,982,1584
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",24,12,21,164,44,5,0,0,0,2,,79,265,230,346,52,1526,1676,633,234,675,,1561,1297,1160,1187,982,877,726,813,957,393
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",25,9,5,18,2,15,4,0,0,2,,205,206,126,91,191,77,221,382,258,43,,12981,13944,10294,10013,9017,7338,6082,5127,4657,3661
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),22,19,7,5,17,0,5,0,0,2,,269,241,1213,270,289,494,362,105,193,13,,23606,24399,21480,12648,11054,18249,24161,36558,65376,98889
120710,Palm nuts and kernels,0,13,14,12,0,11,9,0,3,2,,0,0,46,158,12,11,68,12,50,32,,118,428,310,144,82,99,150,90,165,123
530610,Single flax yarn,1,0,0,0,11,4,0,14,5,2,,255,623,1644,2208,2242,1919,1803,5910,3652,6064,,760,605,658,976,1180,672,557,272,253,331
570410,"Floor tiles, of felt, not tufted or flocked, with an area of <= 0,3 m©÷",0,8,2,15,5,87,7,5,10,2,,273,247,81,1,0,0,27,2,0,1,,8566,8877,9437,12760,14920,13043,12905,6616,5834,5788
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning",1,0,0,1,45,0,0,4,0,2,,5,106,54,33,22,29,77,2,5,88,,604,862,1271,980,648,648,879,1083,568,310
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",0,2,2,0,0,5,0,2,0,2,,3034,5701,5340,4675,5650,7092,8860,10129,10016,10949,,49800,43350,40773,51178,52663,59837,65981,73445,74476,90127
391212,"Plasticised cellulose acetates, in primary forms",17,138,1,0,0,0,0,0,0,2,,2263,3759,2251,1492,2038,928,123,75,114,296,,769,1598,178,310,620,249,466,281,375,868
910121,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,15,2,,125,10,35,1,0,88,873,1053,2807,2693,,660927,666205,690730,747298,667395,729225,752224,928799,800712,1359703
850422,"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA",0,0,0,181,12,0,0,131,215,2,,46407,37792,35780,44066,47855,40275,55195,41869,41334,46524,,190061,158178,183819,207599,212506,166768,221519,281476,346641,376629
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,38,29,95,3,2,,0,0,0,0,0,0,0,2,114,1,,0,0,0,0,0,249680,193428,93759,54310,54525
411390,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",24,0,1,7,0,0,0,0,0,2,,12853,3320,1876,1194,723,517,362,287,369,598,,17040,13361,13641,11926,13093,13299,12928,16129,9461,13228
441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",0,4,2,3,0,4,0,9,0,2,,424,266,348,311,566,398,828,422,557,794,,2325,3075,1991,1846,1636,1936,1183,1951,1471,3710
290211,Cyclohexane,0,598,9598,0,0,0,8,0,0,2,,12066,46156,58010,27891,23849,35786,42241,25960,32412,38214,,17417,71815,52990,7194,7055,1006,392,276,140,764
680510,"Natural or artificial abrasive powder or grain, on a base of woven textile fabric only, whether ...",283,368,1242,503,468,269,85,100,3,2,,2202,3105,2844,3525,2813,2569,2199,3650,2196,2480,,111724,115350,129458,130604,118917,132812,141320,144690,130682,156827
830150,"Clasps and frames with clasps, incorporating locks, of base metal",49,55,3,0,6,0,25,0,9,2,,32,62,811,1154,92,94,268,155,87,137,,7052,4839,5434,4312,3363,3598,4018,3790,5809,8404
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",11,0,0,38,422,1624,412,116,165,2,,5,229,550,1023,981,1885,14124,11574,6664,8998,,328702,390341,451456,483802,535490,523980,498218,503519,502648,605187
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,2,,95,6,4,79,5,1,6,2,345,394,,203,74,188,279,379,194,506,444,152,488
540349,"Multiple """"folded"""" or cabled artificial filament yarn, incl. artificial monofilament of < ...""",6,0,0,4,0,0,0,0,0,2,,29,121,233,729,953,471,242,173,54,60,,459,218,414,370,166,2004,148,340,46,153
80550,"Fresh or dried lemons """"Citrus limon, Citrus limonum"""" and limes """"Citrus aurantifolia, Citrus ...""",3,24,4,0,13,6,0,10,0,2,,8238,9353,10008,10769,8713,8767,6714,6410,9741,8769,,243928,283307,394569,409812,501042,551248,651462,691920,659117,892570
150910,Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,0,0,0,76,0,0,188,49,5,2,,45,25,36,174,165,24,31,39,32,32,,701759,798337,803665,925908,1011778,1120256,1192206,1047838,1084475,1184128
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",0,7,8,0,29,22,34,0,7,2,,615,381,613,551,576,1056,1242,1832,1131,2144,,18547,16408,13728,13772,19548,17322,18796,21063,26043,33174
580230,Tufted textile fabrics (excluding carpets and other floor coverings),1,0,9,11,33,3,0,22,0,2,,1,0,14,30,30,10,10,12,3,2,,31,35,46,146,219,266,282,421,238,1643
490400,"Music, printed or in manuscript, whether or not bound or illustrated",0,18,20,15,0,14,11,48,7,2,,6,4,36,12,5,1,0,10,0,3,,8219,8298,6950,7770,7104,6459,8601,6444,6733,6371
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",13,10,17,9,24,71,99,93,20,1,,1315,504,371,490,203,356,1164,779,631,477,,211,400,318,603,431,829,960,937,484,556
600642,"Dyed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",31,14,6,12,56,28,25,34,8,1,,692,748,324,970,1106,771,417,1810,423,309,,61423,66821,58407,65552,77813,49819,43561,33783,19607,16423
521032,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,1,0,1,1,0,18,0,0,1,,227,283,1562,2217,1944,2316,2300,1525,1063,7520,,472,564,117,160,88,214,266,347,154,190
511000,"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ...",0,0,0,0,0,0,0,0,0,1,,0,17,22,17,9,19,1,0,15,3,,103,37,61,36,111,52,121,99,90,40
621220,"Girdles and panty girdles of all types of textile materials, whether or not elasticated, incl. ...",38,32,809,911,341,0,2,0,0,1,,14,67,271,118,104,45,69,32,16,37,,114146,98814,101533,121713,107310,95749,110081,124791,88821,123730
520611,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,1,54,79,0,1,4,0,0,1,,4677,2327,626,1392,1403,1609,2270,1940,1217,5304,,1600,1407,5279,6042,3424,2761,2549,1898,1702,2678
390530,"Poly""""vinyl alcohol"""", in primary forms, whether or not containing unhydrolyzed acetate groups""""",0,0,0,0,0,0,0,0,0,1,,147,227,210,281,1075,735,802,1900,1110,2120,,95094,101819,101601,108792,93644,100961,104588,104409,105282,122496
600122,"Looped pile fabrics of man-made fibres, knitted or crocheted",0,0,8,0,79,13,0,0,0,1,,325,409,226,280,167,290,1032,712,51,814,,90590,77653,81461,79845,65020,59709,58740,57762,50822,57019
521132,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",343,169,94,93,42,22,0,3,66,1,,984,3264,8192,11524,8171,7610,7684,9448,10934,12797,,5040,4170,4906,4222,5597,3909,3589,1535,2047,2445
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",144,284,425,242,20,3,34,30,33,1,,1714,1492,1497,899,892,1076,1326,4139,3851,3740,,5119,5644,7175,7495,8725,6905,7221,7699,7207,4891
510521,"Wool, combed, in fragments """"open tops""""""""",1,0,0,0,1,0,0,205,0,1,,27,0,532,0,7,43,102,200,3,2,,128,75,75,87,63,47,72,375,243,190
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",7,84,17,8,3,0,1,133,0,1,,215,128,75,52,89,38,21,480,166,564,,120327,105748,145192,169214,129898,109200,122976,152468,93142,136508
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",2,9,0,0,3,0,1,2,0,1,,238,194,77,141,197,267,295,96,64,115,,1912,2300,2394,760,818,1370,521,559,420,893
611522,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn >= ...",0,1,1,25,7,0,0,0,0,1,,12,62,19,36,6,28,883,958,55,116,,44139,57508,65568,70270,63861,52361,44479,50893,48056,51559
392092,"Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, ...",41,13,0,2,62,270,633,1565,1322,1,,1098,803,1093,1421,760,1874,859,392,617,610,,75879,74048,80444,73472,72701,84137,92593,106595,103335,117001
520210,"Cotton yarn waste, incl. thread waste",62,121,0,0,0,0,9,0,6,1,,24572,35049,22477,11976,11977,10805,8295,1443,2584,2086,,843,337,479,119,581,474,784,244,193,444
551442,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,1,,0,21,0,14,284,31,965,539,802,824,,83,100,101,92,62,92,70,61,44,58
550969,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other ...",2,1,169,0,1,0,0,4,5,0,,12225,15136,13638,13528,18174,14436,14054,14146,11094,13173,,1182,3003,3678,3983,1365,1517,2115,4096,2527,2831
550140,"Synthetic filament tow as specified in Note 1 to chapter 55, of polypropylene",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1438,1667,2077,2019,1971,1764,2319,203,325,248
550620,"Staple fibres of polyesters, carded, combed or otherwise processed for spinning",2,0,37,0,0,0,2,0,0,0,,27,542,20,0,17,76,707,425,306,714,,2031,3411,5454,4191,1959,1068,1552,2562,498,523
530810,"Coconut """"coir"""" yarn""""",461,782,929,989,883,599,91,2,35,0,,9202,8460,6159,5312,5205,4263,4885,4404,3821,5349,,1418,1285,1657,2315,1436,900,329,181,54,272
530130,"Flax tow and waste, incl. yarn waste and garnetted stock",0,4,0,0,0,2,0,0,0,0,,122,726,889,849,992,568,1516,2089,629,2691,,12876,16378,16061,17206,12143,12378,12073,10251,10301,10377
530210,"True hemp """"Cannabis sativa L."""", raw or retted""""",0,0,21,0,0,0,0,0,0,0,,4,0,0,0,0,1,1,0,3,7,,36,44,78,193,187,42,157,392,312,662
540333,"Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excluding sewing ...",0,0,0,0,0,0,0,0,0,0,,1,0,12,4,32,0,0,0,73,138,,2276,3030,4008,3058,1619,1966,2106,2172,2335,2007
520548,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",2,0,8,0,0,0,0,0,0,0,,49022,60494,67050,60221,59802,59700,66335,52520,35739,44573,,122,302,276,518,170,289,275,215,182,221
520614,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,11,0,0,0,0,0,0,,1098,1196,1663,1703,614,1470,3842,2113,1588,4644,,0,65,93,47,8,0,7,0,19,3
520625,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,52,0,0,0,0,0,0,0,0,,192,254,333,2066,3763,2894,1201,1368,1093,4131,,189,61,42,46,86,4,4,21,0,0
610322,"Men's or boys' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",0,0,0,0,0,9,858,2,0,0,,10052,11237,10024,17263,24087,7786,6225,12587,18350,12572,,14,120,10,17,260,1245,4293,1705,1070,1449
600541,"Unbleached or bleached warp knit fabrics of artificial fibres """"incl. those made on galloon ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,745,1,0,17,21,,133,136,178,49,85,530,940,3693,3589,4238
711021,"Palladium, unwrought or in powder form",0,0,0,0,0,0,0,6837,0,0,,1,268,5,5,0,3541,1,16193,2318,4629,,1378046,1572152,2021587,1676543,1356450,2090181,2705719,3189564,3413887,4156673
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,0,0,16,0,0,39,0,36,1,173,,74402,81382,53399,29615,35788,70616,169558,127778,185204,505170
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,0,0,0,4,0,0,0,0,0,,5358,3128,2154,12010,29035,871,249,155,162,5976,,272,351,3424,3644,432,782,1000,317,490,836
720293,Ferro-niobium,0,0,0,0,0,0,0,0,0,0,,1,106,364,303,323,204,304,1864,273,741,,342341,280586,358147,301790,246432,253836,311631,312226,192655,222031
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",0,0,0,0,0,0,124,0,0,0,,491,529,495,208,6594,1992,1750,1363,1462,648,,495457,489485,548122,324625,315344,514940,576606,382206,448954,715358
720840,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,45,15,0,,3325,9377,4069,2703,2452,1520,425,1755,1050,3569,,11263,10760,16287,9260,5161,4740,5811,8881,6040,4213
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",0,0,14,0,0,0,3,44,6,0,,158960,115718,276398,352318,97824,275484,254501,136212,254210,506968,,676090,437469,973478,767745,526917,310446,262039,245379,98776,291548
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,5,0,0,0,0,0,,29688,53818,44800,23478,22902,47519,60284,53090,52108,102731,,152280,75850,152213,89916,60846,69844,65843,55311,27495,106086
720854,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,62,0,0,30,0,0,0,98,0,,18480,9669,5292,5820,5396,4693,3222,4022,4876,10281,,7636,7416,7719,8605,8502,11728,13250,9888,10942,36436
722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",0,0,0,0,0,0,0,0,0,0,,75653,38642,45977,22603,19425,36062,8117,15010,11350,23753,,380351,342935,410122,395644,271253,350617,460303,397701,227091,703769
722540,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",72,0,0,54,48,41,71,34,0,0,,2186,954,8573,3834,6111,15445,3132,1459,1641,7403,,451600,311515,345950,267263,192591,157737,156836,138447,107983,164608
722611,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,467,0,0,0,0,0,11,0,,3502,1612,2379,20783,9902,7659,6069,4084,5542,14069,,64305,56527,27326,38256,36144,85876,39186,16269,19766,55674
721622,"T sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,1600,655,463,233,50,143,261,376,326,573,,957,899,902,741,846,973,1290,671,642,800
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,5581,5694,3865,4578,7172,10380,15541,18062,13120,17353,,52133,40183,69349,47509,48483,62244,36477,28441,38647,58860
721090,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,52,0,77,0,0,5,0,,107702,165256,110971,65906,54544,79398,51140,44852,53653,211824,,34308,24566,26927,27508,32280,48561,48332,74043,52594,52653
